Property ID,Differing Columns,File1 Values,File2 Values
PT-1014-1222035,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}"
PT-1014-1222156,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1222211,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1222546,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1222676,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1222779,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1222853,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1223108,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}"
PT-1014-1223368,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1223410,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1223698,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1223823,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}"
PT-1014-1223996,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1224460,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1224516,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}"
PT-1014-1224600,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1224903,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1224959,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan, '2022-23': nan, '2023-24': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan, '2022-23': nan, '2023-24': nan}"
PT-1014-1224961,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1224962,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1225033,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1225157,"2013-14, 2014-15, 2015-16","{'2013-14': nan, '2014-15': nan, '2015-16': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan}"
PT-1014-1225292,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1225303,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1225516,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1225533,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1225548,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1225582,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}"
PT-1014-1225633,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1225694,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1225760,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1225773,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}"
PT-1014-1225833,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1225857,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}"
PT-1014-1225938,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1225941,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1225942,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1225985,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1226048,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1226087,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1226390,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}"
PT-1014-1226391,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1226412,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}"
PT-1014-1226422,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1226441,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}"
PT-1014-1226605,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1226629,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1226642,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1226889,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1226901,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1227133,"2013-14, 2014-15, 2015-16","{'2013-14': nan, '2014-15': nan, '2015-16': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan}"
PT-1014-1227151,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1227173,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1227183,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22, 2022-23","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan, '2022-23': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan, '2022-23': nan}"
PT-1014-1227235,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1227276,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}"
PT-1014-1227385,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1227614,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1227636,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}"
PT-1014-1227681,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan, '2022-23': nan, '2023-24': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan, '2022-23': nan, '2023-24': nan}"
PT-1014-1227716,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1227764,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1227895,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}"
PT-1014-1227926,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1227939,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1227972,"Plot size, 2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21","{'Plot size': nan, '2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}","{'Plot size': nan, '2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}"
PT-1014-1228248,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1228280,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22, 2022-23","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan, '2022-23': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan, '2022-23': nan}"
PT-1014-1228281,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22, 2022-23","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan, '2022-23': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan, '2022-23': nan}"
PT-1014-1228288,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22, 2022-23","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan, '2022-23': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan, '2022-23': nan}"
PT-1014-1228291,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1228293,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1228303,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1228312,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1228356,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1228375,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1228422,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1228574,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan, '2022-23': nan, '2023-24': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan, '2022-23': nan, '2023-24': nan}"
PT-1014-1228615,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1228625,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan, '2021-22': nan}"
PT-1014-1228746,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}"
PT-1014-1228756,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
