Property ID,Differing Columns,File1 Values,File2 Values
PT-1014-052724,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}"
PT-1014-1000075,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1000137,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1000391,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1000444,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}"
PT-1014-1000458,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}"
PT-1014-1000465,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}"
PT-1014-1001170,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1001193,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1001307,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1001528,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1001667,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1001702,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1001870,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1001884,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1001892,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1001894,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1001903,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1002152,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1002293,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}"
PT-1014-1002423,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1002565,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}"
PT-1014-1002689,"2013-14, 2014-15, 2015-16","{'2013-14': nan, '2014-15': nan, '2015-16': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan}"
PT-1014-1002757,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}"
PT-1014-1003097,"2013-14, 2014-15, 2015-16","{'2013-14': nan, '2014-15': nan, '2015-16': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan}"
PT-1014-1003198,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1003284,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1003302,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}"
PT-1014-1003411,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1003489,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1003494,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1003502,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1003700,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1003746,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1003840,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1003859,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1004138,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}"
PT-1014-1004175,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1004188,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1004682,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1004687,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1004829,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1004931,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1005002,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1005004,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1005212,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1005251,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1005317,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}"
PT-1014-1005442,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan, '2020-21': nan}"
PT-1014-1005481,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1005685,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1005850,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1005913,"2013-14, 2014-15","{'2013-14': nan, '2014-15': nan}","{'2013-14': nan, '2014-15': nan}"
PT-1014-1006269,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1006385,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1006488,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1006723,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1006982,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1007050,"2013-14, 2014-15","{'2013-14': nan, '2014-15': nan}","{'2013-14': nan, '2014-15': nan}"
PT-1014-1007095,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1007250,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1007273,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1007329,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1007399,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1007615,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1007643,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1007917,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1008195,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1008387,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1008439,"2013-14, 2014-15","{'2013-14': nan, '2014-15': nan}","{'2013-14': nan, '2014-15': nan}"
PT-1014-1008796,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1008909,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1009063,"2013-14, 2014-15","{'2013-14': nan, '2014-15': nan}","{'2013-14': nan, '2014-15': nan}"
PT-1014-1009089,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1009098,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1009169,"2013-14, 2014-15","{'2013-14': nan, '2014-15': nan}","{'2013-14': nan, '2014-15': nan}"
PT-1014-1009212,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1009234,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1009375,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1009428,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1009530,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1009541,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1009594,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan}"
PT-1014-1009804,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1010004,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1010085,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1010093,"2013-14, 2014-15","{'2013-14': nan, '2014-15': nan}","{'2013-14': nan, '2014-15': nan}"
PT-1014-1010118,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1010182,2013-14,{'2013-14': nan},{'2013-14': nan}
PT-1014-1010204,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1010345,"2013-14, 2014-15","{'2013-14': nan, '2014-15': nan}","{'2013-14': nan, '2014-15': nan}"
PT-1014-1010625,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1010718,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1010728,"2013-14, 2014-15, 2015-16, 2016-17","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan}"
PT-1014-1010859,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1010889,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan}"
PT-1014-1011267,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1011316,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
PT-1014-1011325,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}","{'2013-14': nan, '2014-15': nan, '2015-16': nan, '2016-17': nan, '2017-18': nan, '2018-19': nan, '2019-20': nan}"
