Property ID,Column,Value in File 1,Value in File 2
PT-1014-1414240,Owner Id,"['c9b8f5a5-0db6-40f9-8ca3-b2ffd6de9706', '92cad5dd-5256-4a89-9a8d-456c93345c09']","['92cad5dd-5256-4a89-9a8d-456c93345c09', 'c9b8f5a5-0db6-40f9-8ca3-b2ffd6de9706']"
PT-1014-992409,Owner Id,"['f4fc9611-43f0-4a85-8df6-49a6e7cf2e9d', '371a0c84-0dfa-4881-a859-1c5f104076d8']","['371a0c84-0dfa-4881-a859-1c5f104076d8', 'f4fc9611-43f0-4a85-8df6-49a6e7cf2e9d']"
PT-1014-777682,Owner Id,"['45590078-d013-420a-ac44-817bca0bc8d7', '1838a84f-3c4a-4c96-88b2-9f0bca737206', 'cec58a19-a567-4062-b1ea-a826a717b824']","['45590078-d013-420a-ac44-817bca0bc8d7', 'cec58a19-a567-4062-b1ea-a826a717b824', '1838a84f-3c4a-4c96-88b2-9f0bca737206']"
PT-1014-1754024,Owner Id,"['f03ae6ac-fa8a-4ad6-81fd-ddc6a287bfde', '36ecbe43-8b5a-4b5a-81f4-1b6621e61d75']","['36ecbe43-8b5a-4b5a-81f4-1b6621e61d75', 'f03ae6ac-fa8a-4ad6-81fd-ddc6a287bfde']"
PT-1014-1412873,Owner Id,"['f466347d-ea12-48c2-8433-6cf2c422f8c1', '5bf0cf7e-9b8b-4d84-be04-c6cc70b84093']","['5bf0cf7e-9b8b-4d84-be04-c6cc70b84093', 'f466347d-ea12-48c2-8433-6cf2c422f8c1']"
PT-1014-1239086,Owner Id,"['aa88f383-a109-42f9-893e-af1209a7e32a', '9a8bc6d5-432c-41ad-afed-62cf0c0806a7', '00bddb5a-5941-4fb1-a19e-4e14c064ea4c', '6273cf2e-a0ae-49b0-838b-2f2db5c58bbd']","['00bddb5a-5941-4fb1-a19e-4e14c064ea4c', '6273cf2e-a0ae-49b0-838b-2f2db5c58bbd', 'aa88f383-a109-42f9-893e-af1209a7e32a', '9a8bc6d5-432c-41ad-afed-62cf0c0806a7']"
PT-1014-1412495,Owner Id,"['03b6fea8-51e9-42f8-b859-0aa7832e2109', '587b3e2c-4d7a-4849-8c9b-bb63f349ffe5']","['587b3e2c-4d7a-4849-8c9b-bb63f349ffe5', '03b6fea8-51e9-42f8-b859-0aa7832e2109']"
PT-1014-1135537,Owner Id,"['27d72e9f-4329-4443-a221-c0b57ac51e98', 'af1996bf-818b-4c40-b309-5f0db44127f2']","['af1996bf-818b-4c40-b309-5f0db44127f2', '27d72e9f-4329-4443-a221-c0b57ac51e98']"
PT-1014-1504666,Owner Id,"['6966dfd6-4aab-4e87-ba7b-377d18b43a9e', '64b95441-1d29-45fb-8176-79cc3f9c846b', '29d24f0b-0e22-406c-9d7b-97f39c316aa8']","['64b95441-1d29-45fb-8176-79cc3f9c846b', '29d24f0b-0e22-406c-9d7b-97f39c316aa8', '6966dfd6-4aab-4e87-ba7b-377d18b43a9e']"
PT-1014-1133723,Owner Id,"['1bded7cf-15ee-4537-a27a-bb308f1c103f', '63df6296-954c-4308-8ca2-9460f55d43bf', 'a1c847c8-0353-4c29-b171-e47aee96d0d6', '2b3f49c6-9d62-4b7d-9d97-e011810f2e1d']","['63df6296-954c-4308-8ca2-9460f55d43bf', 'a1c847c8-0353-4c29-b171-e47aee96d0d6', '1bded7cf-15ee-4537-a27a-bb308f1c103f', '2b3f49c6-9d62-4b7d-9d97-e011810f2e1d']"
PT-1014-705952,Owner Id,"['d8b6ea32-2ac0-454b-b15a-f53d11bcf34d', '7cb977c7-0c0b-48cb-8ffe-953cf81c9443', '76ab9bd7-3954-4813-b4ac-09a201b9899d']","['7cb977c7-0c0b-48cb-8ffe-953cf81c9443', 'd8b6ea32-2ac0-454b-b15a-f53d11bcf34d', '76ab9bd7-3954-4813-b4ac-09a201b9899d']"
PT-1014-1147957,Owner Id,"['4eeaa5bc-8f51-4627-a37d-6b9a61021795', '00ba4d1f-ae35-4077-9a55-b33a97425547']","['00ba4d1f-ae35-4077-9a55-b33a97425547', '4eeaa5bc-8f51-4627-a37d-6b9a61021795']"
PT-1014-1519504,Owner Id,"['9d47fc3f-b794-4507-adb9-28a09c48e71d', '8143605c-930c-4035-88af-c626a4ec04d3', '10d774dd-3eb1-4a21-93d0-21557e2d88d1', '706b82cc-0700-4d56-be27-2096eecdd2ae']","['8143605c-930c-4035-88af-c626a4ec04d3', '9d47fc3f-b794-4507-adb9-28a09c48e71d', '10d774dd-3eb1-4a21-93d0-21557e2d88d1', '706b82cc-0700-4d56-be27-2096eecdd2ae']"
PT-1014-1007329,Owner Id,"['fa390458-94d1-4686-b33c-2c77761cd5bb', 'ebe71c2c-b462-4a6e-9dcf-05903b8c384a', 'b1f02fb3-71e7-4542-b78f-fdef4cbdf399']","['ebe71c2c-b462-4a6e-9dcf-05903b8c384a', 'fa390458-94d1-4686-b33c-2c77761cd5bb', 'b1f02fb3-71e7-4542-b78f-fdef4cbdf399']"
PT-1014-2457131,Owner Id,"['da3f04af-4963-42e7-bfff-61a64efd1a4c', '9a90d663-7828-4e96-a00c-73ba8fcc05bb', '4130fd26-abaa-4786-b162-81032a7ff2c6']","['4130fd26-abaa-4786-b162-81032a7ff2c6', '9a90d663-7828-4e96-a00c-73ba8fcc05bb', 'da3f04af-4963-42e7-bfff-61a64efd1a4c']"
PT-1014-1039212,Owner Id,"['fc220e57-02f4-479c-b7ec-4d07a66cc0e9', 'd74e09fb-0a12-4d25-bde6-3b1ac7f4fabe', '476de2a7-f80d-4594-9f4b-6ecdac266390', 'aaf74924-9cc4-4bc4-9d5e-a1180eef6229']","['d74e09fb-0a12-4d25-bde6-3b1ac7f4fabe', '476de2a7-f80d-4594-9f4b-6ecdac266390', 'aaf74924-9cc4-4bc4-9d5e-a1180eef6229', 'fc220e57-02f4-479c-b7ec-4d07a66cc0e9']"
PT-1014-1007273,Owner Id,"['fa390458-94d1-4686-b33c-2c77761cd5bb', 'ebe71c2c-b462-4a6e-9dcf-05903b8c384a', 'b1f02fb3-71e7-4542-b78f-fdef4cbdf399']","['ebe71c2c-b462-4a6e-9dcf-05903b8c384a', 'fa390458-94d1-4686-b33c-2c77761cd5bb', 'b1f02fb3-71e7-4542-b78f-fdef4cbdf399']"
PT-1014-1993069,Owner Id,"['6f23b262-1f94-43b0-b51f-6f99a0c068c3', '9661c93c-d6c7-45b1-8c0a-138a80056495']","['9661c93c-d6c7-45b1-8c0a-138a80056495', '6f23b262-1f94-43b0-b51f-6f99a0c068c3']"
PT-1014-1135981,Owner Id,"['6e9ed636-d241-4207-a225-145c43b02897', '04e1a811-3af2-4e04-addf-7f94a19ab5d4', '38028a2b-745f-443d-828f-5578b39ebebd', '57352e29-1c89-40c0-994f-bff562756788']","['38028a2b-745f-443d-828f-5578b39ebebd', '57352e29-1c89-40c0-994f-bff562756788', '04e1a811-3af2-4e04-addf-7f94a19ab5d4', '6e9ed636-d241-4207-a225-145c43b02897']"
PT-1014-1252531,Owner Id,"['c02cf1f6-6d87-4f46-a4a3-df059ff876fc', '68f1b8ea-2079-468a-91ba-4c636f2db0b1', '6184e34d-495c-477b-808b-a92fe40819e2']","['c02cf1f6-6d87-4f46-a4a3-df059ff876fc', '6184e34d-495c-477b-808b-a92fe40819e2', '68f1b8ea-2079-468a-91ba-4c636f2db0b1']"
PT-1014-1036200,Owner Id,"['50b36657-126a-41c5-a47e-39010bde3dfc', 'f87818af-694c-45b9-8e98-938e3eb42a43', '67a37a58-6215-41f4-a4e5-298f3023ca32']","['67a37a58-6215-41f4-a4e5-298f3023ca32', '50b36657-126a-41c5-a47e-39010bde3dfc', 'f87818af-694c-45b9-8e98-938e3eb42a43']"
PT-1014-2263276,Owner Id,"['f2ae2d6b-aaae-4aea-aaa8-48f1219a387c', 'cdaa9115-3207-4d2d-9b71-69ed69d79aea']","['cdaa9115-3207-4d2d-9b71-69ed69d79aea', 'f2ae2d6b-aaae-4aea-aaa8-48f1219a387c']"
PT-1014-977635,Owner Id,"['b08cdfd9-8eff-4214-8dd3-ec1bc7be8ae5', '7c8689e3-e458-4841-bcd7-89dc149afee6', '91de120e-94c1-49b6-8e7f-75b557df5ec3']","['b08cdfd9-8eff-4214-8dd3-ec1bc7be8ae5', '91de120e-94c1-49b6-8e7f-75b557df5ec3', '7c8689e3-e458-4841-bcd7-89dc149afee6']"
PT-1014-704369,Owner Id,"['ce3911e4-405a-4455-9e79-0134d6c0a64b', '140f809d-d35c-45b4-8b82-7558e9c337a5', '1c2f4899-c7a3-474c-b629-703766aa2c79', 'f701fb61-3349-463e-9aaf-af2058759bb2']","['ce3911e4-405a-4455-9e79-0134d6c0a64b', '140f809d-d35c-45b4-8b82-7558e9c337a5', 'f701fb61-3349-463e-9aaf-af2058759bb2', '1c2f4899-c7a3-474c-b629-703766aa2c79']"
PT-1014-2009078,Owner Id,"['2b2c2775-cc5c-4780-b52c-9b5b163f80af', '5d5c8b36-db1f-4854-b5a5-bb772b7b48c6', '77caaa0e-4afa-41e0-800e-4f49cbdab03c', '77dfcdc9-8a20-4427-82d9-1b71d11b8fdc']","['77caaa0e-4afa-41e0-800e-4f49cbdab03c', '2b2c2775-cc5c-4780-b52c-9b5b163f80af', '5d5c8b36-db1f-4854-b5a5-bb772b7b48c6', '77dfcdc9-8a20-4427-82d9-1b71d11b8fdc']"
PT-1014-866495,Owner Id,"['e0f14404-29f0-45a0-ae39-bc13fd81ae0a', '0698c00b-4b3f-43a0-b9d2-a9ca428f7009']","['0698c00b-4b3f-43a0-b9d2-a9ca428f7009', 'e0f14404-29f0-45a0-ae39-bc13fd81ae0a']"
PT-1014-1228293,Owner Id,"['99f6c9ed-4cf2-4f96-9def-2b0845a38103', 'ce50b5ab-3897-4244-b1f0-c92e1a213aea']","['ce50b5ab-3897-4244-b1f0-c92e1a213aea', '99f6c9ed-4cf2-4f96-9def-2b0845a38103']"
PT-1014-2047402,Owner Id,"['b6026510-5738-4fbe-b372-08ac6b2e651e', 'fb8e5d6a-ad0f-4ab7-a2d4-174fe92cba4e']","['fb8e5d6a-ad0f-4ab7-a2d4-174fe92cba4e', 'b6026510-5738-4fbe-b372-08ac6b2e651e']"
PT-1014-1774583,Owner Id,"['6ba99c03-82e0-4ecc-8946-50b83b8a6f84', 'a0d72dc5-86c8-4880-9a85-fced7ca79bc1', '94006a0e-2166-47bf-a4d6-f62103524db0']","['94006a0e-2166-47bf-a4d6-f62103524db0', '6ba99c03-82e0-4ecc-8946-50b83b8a6f84', 'a0d72dc5-86c8-4880-9a85-fced7ca79bc1']"
PT-1014-1547346,Owner Id,"['eb3f49d4-0311-4499-b974-dca2588a3a1f', '4b91e128-62bb-45ea-a16b-ae27da6bad5b', '77d8aa65-9201-46ea-a6ca-c27b770947d7', '155ada97-f3e5-47e9-8b32-43da5597450b']","['155ada97-f3e5-47e9-8b32-43da5597450b', '77d8aa65-9201-46ea-a6ca-c27b770947d7', 'eb3f49d4-0311-4499-b974-dca2588a3a1f', '4b91e128-62bb-45ea-a16b-ae27da6bad5b']"
PT-1014-1702260,Owner Id,"['f07329f3-a6fc-4c81-99af-a73dfb76f8d2', 'f0588a83-1010-447e-857e-d28defdf6bd9']","['f0588a83-1010-447e-857e-d28defdf6bd9', 'f07329f3-a6fc-4c81-99af-a73dfb76f8d2']"
PT-1014-1553205,Owner Id,"['e3e375bf-519e-47cb-88ef-dd56077fd3e6', '838c0414-af92-46e0-aa07-5f4bd8b65a70']","['838c0414-af92-46e0-aa07-5f4bd8b65a70', 'e3e375bf-519e-47cb-88ef-dd56077fd3e6']"
PT-1014-877522,Owner Id,"['c16d5f12-6def-49dd-90ec-7b8007862ff6', '312ec150-673a-4bae-991f-27cd0116f701', '2f99f2e2-3050-425c-8082-49bcc62ace94']","['2f99f2e2-3050-425c-8082-49bcc62ace94', 'c16d5f12-6def-49dd-90ec-7b8007862ff6', '312ec150-673a-4bae-991f-27cd0116f701']"
PT-1014-1583411,Owner Id,"['47b4ef3e-6acc-4a15-8d94-69049b6a5d1c', 'e8db521d-c124-49a1-a31b-aded4893dcbc']","['e8db521d-c124-49a1-a31b-aded4893dcbc', '47b4ef3e-6acc-4a15-8d94-69049b6a5d1c']"
PT-1014-2075305,Owner Id,"['e307f391-8a70-4918-9381-13ad9e830f77', 'f44acc56-730b-4a8f-95f4-b8148a4560a5']","['f44acc56-730b-4a8f-95f4-b8148a4560a5', 'e307f391-8a70-4918-9381-13ad9e830f77']"
PT-1014-2450094,Owner Id,"['9f3af1fa-efaf-42fe-98f0-9d6e5a3667f6', '82583eb4-bd0d-4321-86e0-a4089754aae9']","['82583eb4-bd0d-4321-86e0-a4089754aae9', '9f3af1fa-efaf-42fe-98f0-9d6e5a3667f6']"
PT-1014-993647,Owner Id,"['b234c584-a36f-4d06-99c7-b2ca151f9d23', 'feb3d06e-9d59-4411-8a99-e151414fbd7d', '1e4abca4-b24c-4e57-a1a8-8fa6fb4dd776']","['1e4abca4-b24c-4e57-a1a8-8fa6fb4dd776', 'feb3d06e-9d59-4411-8a99-e151414fbd7d', 'b234c584-a36f-4d06-99c7-b2ca151f9d23']"
PT-1014-1037573,Owner Id,"['831e6d7e-3348-440c-b3b8-7d936c475626', '12959705-897d-40fa-8dde-78e220a3ab7e', '90d2ae44-4106-465e-80cb-87b003da7413', '9761c370-6ec5-48d1-ade4-5e66baec6a36']","['9761c370-6ec5-48d1-ade4-5e66baec6a36', '12959705-897d-40fa-8dde-78e220a3ab7e', '831e6d7e-3348-440c-b3b8-7d936c475626', '90d2ae44-4106-465e-80cb-87b003da7413']"
PT-1014-1416432,Owner Id,"['a2d69054-d9ed-4af8-81bc-d4391adb18ea', '9dee7bc0-6b8f-42e6-bd9f-049a43159011']","['9dee7bc0-6b8f-42e6-bd9f-049a43159011', 'a2d69054-d9ed-4af8-81bc-d4391adb18ea']"
PT-1014-978787,Owner Id,"['cbfdd7f2-984b-41e9-b115-6f115725bce5', '8e8fb1b4-4240-46c3-97fa-3b8478d7ee9e']","['8e8fb1b4-4240-46c3-97fa-3b8478d7ee9e', 'cbfdd7f2-984b-41e9-b115-6f115725bce5']"
PT-1014-766970,Owner Id,"['e8e5ff91-27df-4f8e-bbb0-9ae7dfd67148', 'be65c684-e60d-49a2-822b-07165c08fead']","['be65c684-e60d-49a2-822b-07165c08fead', 'e8e5ff91-27df-4f8e-bbb0-9ae7dfd67148']"
PT-1014-779820,Owner Id,"['b043e953-b256-4e60-9634-565932fd82b3', 'a25b2693-2e7f-4c9b-9c3a-42ed85910d20']","['a25b2693-2e7f-4c9b-9c3a-42ed85910d20', 'b043e953-b256-4e60-9634-565932fd82b3']"
PT-1014-1596967,Owner Id,"['bff7cd61-f9c3-4394-935e-f95aaeafa5c9', 'af218727-168d-475a-ba09-617313046fc9']","['af218727-168d-475a-ba09-617313046fc9', 'bff7cd61-f9c3-4394-935e-f95aaeafa5c9']"
PT-1014-1003489,Owner Id,"['aa9623f7-3acf-466c-b50d-c11e4621c301', '6c052110-13d4-4c34-9dce-ab100ab62897']","['6c052110-13d4-4c34-9dce-ab100ab62897', 'aa9623f7-3acf-466c-b50d-c11e4621c301']"
PT-1014-2024479,Owner Id,"['23b1b886-3597-42ab-b79b-b8b9d72c1079', '700b58dd-78b6-4118-84e4-8251b295e8d3', 'daef6027-9eda-42a2-8389-a1b2c8935805', '1c8955c2-2517-44e8-9b2e-ad6c717386df', '910de854-4339-49a7-8066-76b934186c14']","['daef6027-9eda-42a2-8389-a1b2c8935805', '700b58dd-78b6-4118-84e4-8251b295e8d3', '1c8955c2-2517-44e8-9b2e-ad6c717386df', '23b1b886-3597-42ab-b79b-b8b9d72c1079', '910de854-4339-49a7-8066-76b934186c14']"
PT-1014-1146225,Owner Id,"['c1f28c44-d0c7-4a7b-a468-70f78e6d947f', '351594de-f7ba-405d-9d79-ebe30942dd88', '3e6e91c0-f82c-45d2-aaff-10fea5bb7992']","['351594de-f7ba-405d-9d79-ebe30942dd88', 'c1f28c44-d0c7-4a7b-a468-70f78e6d947f', '3e6e91c0-f82c-45d2-aaff-10fea5bb7992']"
PT-1014-2280881,Owner Id,"['0aae4e04-aff5-46c9-8dc0-57dd1776d3f7', '4dfe7df4-bd18-46e0-ad7e-a4c185a08096', '692fb688-9efa-47fd-9880-59f228843bdb', '62b91ca1-41be-4f29-a3b1-fb294155a94f']","['62b91ca1-41be-4f29-a3b1-fb294155a94f', '4dfe7df4-bd18-46e0-ad7e-a4c185a08096', '692fb688-9efa-47fd-9880-59f228843bdb', '0aae4e04-aff5-46c9-8dc0-57dd1776d3f7']"
PT-1014-839422,Owner Id,"['3364e9f0-6673-48d7-8c6a-6ec612d1bccc', '92d83d38-eb6f-4175-b880-8b9207c009f1', '86529d65-b0f5-444c-886a-79d997ffe4a6']","['92d83d38-eb6f-4175-b880-8b9207c009f1', '3364e9f0-6673-48d7-8c6a-6ec612d1bccc', '86529d65-b0f5-444c-886a-79d997ffe4a6']"
PT-1014-1398857,Owner Id,"['9cef73c1-27ef-499e-9b3b-3a72b430e8a5', 'aab25b11-9d3e-4c90-9ee9-769f9f07339c', 'be6153bd-ff0a-4607-9443-0f326794af52', '69086e4a-93d9-49da-b843-e12f036ba028', '8abda613-08b4-48e0-9fe5-26ef86c104be']","['aab25b11-9d3e-4c90-9ee9-769f9f07339c', '8abda613-08b4-48e0-9fe5-26ef86c104be', '9cef73c1-27ef-499e-9b3b-3a72b430e8a5', 'be6153bd-ff0a-4607-9443-0f326794af52', '69086e4a-93d9-49da-b843-e12f036ba028']"
PT-1014-993641,Owner Id,"['4f3bdc81-7219-4807-beb7-24fc7dcec62f', '9cf18fa9-4a0d-4999-a1f6-b9ed701c25ba', 'b8229e7e-2312-4233-a7a2-0aa1935358ad']","['4f3bdc81-7219-4807-beb7-24fc7dcec62f', 'b8229e7e-2312-4233-a7a2-0aa1935358ad', '9cf18fa9-4a0d-4999-a1f6-b9ed701c25ba']"
PT-1014-879590,Owner Id,"['2dfdd91b-7848-4fbb-a459-322a86978646', '694c56bd-c8a1-4389-8789-7feddc29df9e']","['694c56bd-c8a1-4389-8789-7feddc29df9e', '2dfdd91b-7848-4fbb-a459-322a86978646']"
PT-1014-902852,Owner Id,"['975a516e-e33a-4cbb-a309-899a9003a152', '3d1d2c2d-b56d-4ce4-b464-b1702e0c8c14']","['3d1d2c2d-b56d-4ce4-b464-b1702e0c8c14', '975a516e-e33a-4cbb-a309-899a9003a152']"
PT-1014-1775542,Owner Id,"['c179f5c6-8d38-477d-8c0b-dcb0cfa6693f', '68ef399a-3499-4636-bad7-31490c6dc611', '3c148543-0f9a-41b2-8f91-bfd7c4613a4d']","['3c148543-0f9a-41b2-8f91-bfd7c4613a4d', '68ef399a-3499-4636-bad7-31490c6dc611', 'c179f5c6-8d38-477d-8c0b-dcb0cfa6693f']"
PT-1014-877329,Owner Id,"['dc08af15-0e8b-4197-a626-67959acd8ba5', '36be6f24-f5e4-4b23-badc-ba8944f46c6e']","['36be6f24-f5e4-4b23-badc-ba8944f46c6e', 'dc08af15-0e8b-4197-a626-67959acd8ba5']"
PT-1014-1097571,Owner Id,"['fcce330d-507e-4de6-a39d-f5d017206f8b', 'df95dcc0-c159-4fe9-b2d7-472dc68dd8ec']","['df95dcc0-c159-4fe9-b2d7-472dc68dd8ec', 'fcce330d-507e-4de6-a39d-f5d017206f8b']"
PT-1014-913893,Owner Id,"['c67b6fa2-5ef3-4915-9114-aa5e85802fef', 'e09398b6-6ec2-4bae-8918-9ec4be746524']","['e09398b6-6ec2-4bae-8918-9ec4be746524', 'c67b6fa2-5ef3-4915-9114-aa5e85802fef']"
PT-1014-858769,Owner Id,"['5ae297f1-a7fa-4bf6-89df-24b5ead87e21', 'eb649133-9e30-4b8b-97b6-2b820781c9c6']","['eb649133-9e30-4b8b-97b6-2b820781c9c6', '5ae297f1-a7fa-4bf6-89df-24b5ead87e21']"
PT-1014-990515,Owner Id,"['e5b30915-dfed-4a44-a4b1-558381b9ff02', 'bdd6c1fb-4675-4437-820a-b02c535a5f19']","['bdd6c1fb-4675-4437-820a-b02c535a5f19', 'e5b30915-dfed-4a44-a4b1-558381b9ff02']"
PT-1014-1148834,Owner Id,"['6e6f5131-850f-4b0e-be93-bf78fbef7af6', '738ee88c-f5af-4c54-b836-006dbc5403e7']","['738ee88c-f5af-4c54-b836-006dbc5403e7', '6e6f5131-850f-4b0e-be93-bf78fbef7af6']"
PT-1014-757315,Owner Id,"['d8558191-5824-49c9-b764-38fcb93d4825', '794e34d4-9f1c-4236-869d-d823bd4748bd']","['794e34d4-9f1c-4236-869d-d823bd4748bd', 'd8558191-5824-49c9-b764-38fcb93d4825']"
PT-1014-1243449,Owner Id,"['37daf58d-3275-42dc-8ace-245ec2bdb63d', '4d05a748-8a77-413e-8bfa-0740b64bb7ae']","['4d05a748-8a77-413e-8bfa-0740b64bb7ae', '37daf58d-3275-42dc-8ace-245ec2bdb63d']"
PT-1014-1038876,Owner Id,"['82c82c32-8db8-453b-832f-83b0f17e30a4', '553874a5-1e28-423a-940f-787042e74f12']","['553874a5-1e28-423a-940f-787042e74f12', '82c82c32-8db8-453b-832f-83b0f17e30a4']"
PT-1014-842090,Owner Id,"['8e0f686e-3248-455a-8ffb-2a3d43774d75', '913621ac-7122-4f77-9c48-6d5cde2e00a6']","['913621ac-7122-4f77-9c48-6d5cde2e00a6', '8e0f686e-3248-455a-8ffb-2a3d43774d75']"
PT-1014-912968,Owner Id,"['da17d627-6051-41ba-89aa-c9723fadf98c', '220f0ec9-14a3-45b8-b66e-d2eeeaa8b8f7']","['220f0ec9-14a3-45b8-b66e-d2eeeaa8b8f7', 'da17d627-6051-41ba-89aa-c9723fadf98c']"
PT-1014-2067123,Owner Id,"['72188e09-53b9-4f45-a5ce-a88edd1a39cb', '3e14f55b-a221-46b8-a9ee-2de453694614', '5e14e581-4627-4fb9-b3a5-1e03674749c6']","['5e14e581-4627-4fb9-b3a5-1e03674749c6', '72188e09-53b9-4f45-a5ce-a88edd1a39cb', '3e14f55b-a221-46b8-a9ee-2de453694614']"
PT-1014-1159428,Owner Id,"['13d7d32c-a412-4210-84a8-73bf055ebcbd', 'e7cdf801-64c2-495a-b4b3-09b72f84b163']","['e7cdf801-64c2-495a-b4b3-09b72f84b163', '13d7d32c-a412-4210-84a8-73bf055ebcbd']"
PT-1014-1161180,Owner Id,"['f8c7dfef-bee7-4898-9edd-43cbdfdfc2b1', '102c8889-945c-4c4b-a0c0-ef0cbd556669']","['102c8889-945c-4c4b-a0c0-ef0cbd556669', 'f8c7dfef-bee7-4898-9edd-43cbdfdfc2b1']"
PT-1014-713530,Owner Id,"['bb73fc11-5c88-429b-8759-fcdc4d244b6e', 'd131790b-9261-40be-b75f-9e4a51db5ecf', '9aac72c1-72de-477b-97bc-5c706616ce37']","['9aac72c1-72de-477b-97bc-5c706616ce37', 'd131790b-9261-40be-b75f-9e4a51db5ecf', 'bb73fc11-5c88-429b-8759-fcdc4d244b6e']"
PT-1014-773546,Owner Id,"['c2527769-03c5-4b88-a88a-0ccba584c075', '26f2194b-683f-4346-b9bc-9ef8efd28c41']","['26f2194b-683f-4346-b9bc-9ef8efd28c41', 'c2527769-03c5-4b88-a88a-0ccba584c075']"
PT-1014-1253990,Owner Id,"['1cf462df-bd5e-48a3-b3bb-4e4444d56d5e', 'eead0a40-3c5c-48e5-99d2-f1bb5d50eec9']","['eead0a40-3c5c-48e5-99d2-f1bb5d50eec9', '1cf462df-bd5e-48a3-b3bb-4e4444d56d5e']"
PT-1014-1243014,Owner Id,"['522cb82d-6793-43b9-96f0-da9315a84420', 'dec1b879-ffb8-48dd-abce-34f60a933b4e', '2361ffb1-2246-41ed-b000-beebdc582ed9']","['522cb82d-6793-43b9-96f0-da9315a84420', '2361ffb1-2246-41ed-b000-beebdc582ed9', 'dec1b879-ffb8-48dd-abce-34f60a933b4e']"
PT-1014-881786,Owner Id,"['1ba6af00-b11c-4030-b307-c5d55faae94e', 'fbcd23ca-d6cb-4269-8bc8-b4e2d1f2e004']","['fbcd23ca-d6cb-4269-8bc8-b4e2d1f2e004', '1ba6af00-b11c-4030-b307-c5d55faae94e']"
PT-1014-908857,Owner Id,"['d282df5e-3eaf-4a4e-b481-c8d93ca8c182', '404361c9-9858-45de-a6b1-4ccd11478f39']","['404361c9-9858-45de-a6b1-4ccd11478f39', 'd282df5e-3eaf-4a4e-b481-c8d93ca8c182']"
PT-1014-1210167,Owner Id,"['5b6a532d-e5af-4393-a582-4a81364f1c41', 'b672cc68-57d5-4478-a062-1dc5e8e09cd2']","['b672cc68-57d5-4478-a062-1dc5e8e09cd2', '5b6a532d-e5af-4393-a582-4a81364f1c41']"
PT-1014-783317,Owner Id,"['33521903-7bd6-4d9f-997a-1d484c64134f', 'abacfbcc-da76-4ba7-bdc2-1b308c24119e', '3566e430-5754-46d5-806c-12ec79ef1114', 'ea21afdd-d37f-4462-8232-7fa3260f74a5']","['abacfbcc-da76-4ba7-bdc2-1b308c24119e', '33521903-7bd6-4d9f-997a-1d484c64134f', '3566e430-5754-46d5-806c-12ec79ef1114', 'ea21afdd-d37f-4462-8232-7fa3260f74a5']"
PT-1014-896928,Owner Id,"['d0c101ac-567a-4fe6-9a22-56489d08e274', 'c516726c-e060-4ce2-86d2-abb0757b8d2c', '30852d96-1e63-4b52-84ee-a698783aaa5c', 'a0bf475c-5e1c-42dd-9f81-66ea81cf1a46']","['d0c101ac-567a-4fe6-9a22-56489d08e274', 'a0bf475c-5e1c-42dd-9f81-66ea81cf1a46', 'c516726c-e060-4ce2-86d2-abb0757b8d2c', '30852d96-1e63-4b52-84ee-a698783aaa5c']"
PT-1014-899510,Owner Id,"['4095f013-8fea-47da-b50e-e4cabee1f686', '94a31065-04f6-4e77-8023-b8ec4c1168c7']","['94a31065-04f6-4e77-8023-b8ec4c1168c7', '4095f013-8fea-47da-b50e-e4cabee1f686']"
PT-1014-1998263,Owner Id,"['c2ef4274-8845-420a-93c1-b71c9dc10479', 'bf9433e3-c94b-4fc0-9201-b9e121db6298']","['bf9433e3-c94b-4fc0-9201-b9e121db6298', 'c2ef4274-8845-420a-93c1-b71c9dc10479']"
PT-1014-1006723,Owner Id,"['747e2be0-4b12-45fb-add6-ec56b5ed0353', 'e77be9eb-de06-4759-94af-97fc9a2bf118']","['e77be9eb-de06-4759-94af-97fc9a2bf118', '747e2be0-4b12-45fb-add6-ec56b5ed0353']"
PT-1014-999756,Owner Id,"['2b7b05fc-9353-4668-bb99-d6b8a306f463', '045853fa-3bc1-417e-8510-a65bcfbef345']","['045853fa-3bc1-417e-8510-a65bcfbef345', '2b7b05fc-9353-4668-bb99-d6b8a306f463']"
PT-1014-1376266,Owner Id,"['80aef4ff-96c4-4ba4-8ae1-3391afb23fba', '99ea2d6f-eb1a-4320-869c-3a77f9a95319', '7bf8e037-9031-4ebb-a844-3bb442344db0']","['99ea2d6f-eb1a-4320-869c-3a77f9a95319', '7bf8e037-9031-4ebb-a844-3bb442344db0', '80aef4ff-96c4-4ba4-8ae1-3391afb23fba']"
PT-1014-1540034,Owner Id,"['e19de0a8-9d9b-4d49-a560-e7292d891a8a', 'd1727927-d8e2-4361-9fde-3576ad91f985', 'ffe6c2cf-aa5d-4e82-b35f-b673fae85d44']","['ffe6c2cf-aa5d-4e82-b35f-b673fae85d44', 'e19de0a8-9d9b-4d49-a560-e7292d891a8a', 'd1727927-d8e2-4361-9fde-3576ad91f985']"
PT-1014-1231900,Owner Id,"['98cbe0ec-d0ff-4bb5-90e2-5c116b6d18a5', 'c59f9115-e4a6-4150-b965-400f158528bb']","['c59f9115-e4a6-4150-b965-400f158528bb', '98cbe0ec-d0ff-4bb5-90e2-5c116b6d18a5']"
