Property ID,Owner Id,Locality,Plot size,Propertyusagetype,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25,YearOfConstruction
PT-1014-1254029,['1ab1ae12-9bd9-4823-ac17-431d69a9bb17'],['PLC191'],45.0,NONRESIDENTIAL.COMMERCIAL,,,,,,,,0,0,0,1249,1053,
PT-1014-1254594,['21efc408-948a-497d-95a4-1b661554fbe4'],['PLC75'],141.3,RESIDENTIAL,,,,,,0,0,0,0,0,584,536,
PT-1014-1254873,['0149e560-adf8-4217-84db-54f1e1df5fea'],['PLC100'],3128.0,RESIDENTIAL,,,,,,,,,,,4923,4112,
PT-1014-1255048,['ad5370cc-bab5-4afa-ae92-283f963ee295'],['PLC149'],200.0,NONRESIDENTIAL.COMMERCIAL,,,,,0,0,0,0,0,9572,"Demand not generated, hence not paid",13038,
PT-1014-1255072,"['9e2bc516-32d0-4361-82e8-ec3c875162a3', 'ac4db240-c191-4e94-8a4b-90d277cb0700']",['PLC134'],202.0,RESIDENTIAL,0.0,0,0,0,0,0,0,0,0,0,828,759,
PT-1014-1288190,"['1580cf85-8bfd-4f7b-b174-84dc47aa74fe', '971a8868-e78e-4da5-9dac-3d73f321376b', '2408e132-095f-49c6-9a09-25d33e0df8a3']",['PLC173'],108.4,NONRESIDENTIAL.COMMERCIAL,,,,0,0,0,0,0,0,"Demand not generated, hence not paid",0,0,
PT-1014-1288328,['418970a2-f7d7-4d46-a606-4d87c0f8a6ab'],['PLC68'],300.0,RESIDENTIAL,,,,,,,,,,,1336,1226,
PT-1014-1288334,['3119c2cf-1523-4522-8023-f951b7f26369'],['PLC68'],150.0,RESIDENTIAL,,,,,,,,,,,445,372,
PT-1014-1288335,['9362a465-2073-4d6c-a5ca-08813e588278'],['PLC68'],222.3,RESIDENTIAL,,,,,,,,,,,660,551,
PT-1014-1288353,['0bfe52df-8082-4b11-be6d-8b445ee913c5'],['PLC186'],115.0,RESIDENTIAL,,,,,,,,,,,457,382,
PT-1014-1288366,['3e7692ef-a7d5-4a1d-92b5-db37977d44ab'],['PLC68'],450.0,MIXED,,,,,,,,,,,16283,15013,
PT-1014-1288381,['03fe7ca7-f318-47d4-bc5c-c62842720c7c'],['PLC68'],583.4,MIXED,,,,,,,,,,,31806,26329,
PT-1014-1288386,['8dfe8ae1-de1d-4d2a-b521-093b9ac414e8'],['PLC68'],333.4,RESIDENTIAL,,,,,,,,,,,990,908,
PT-1014-1288393,['f234ac8b-46dd-4ae7-9b99-cb7f7dc0c31f'],['PLC68'],416.7,RESIDENTIAL,,,,,,,,,,,1855,1702,
PT-1014-1288404,['dc33de73-8a41-4e60-8fee-9ccfefeb2ea5'],['PLC68'],183.4,RESIDENTIAL,,,,,,,,,,,816,682,
PT-1014-1288409,['8bd2f9bb-b58c-46a5-a65b-48e608b70f58'],['PLC68'],183.4,RESIDENTIAL,,,,,,,,,,,816,749,
PT-1014-1288414,['fdfa3edf-b907-4637-9e08-23dd519ecaec'],['PLC68'],233.4,RESIDENTIAL,,,,,,,,,,,1039,953,
PT-1014-1288423,['b67ced00-2099-48a2-82b7-d971753c7866'],['PLC68'],250.0,RESIDENTIAL,,,,,,,,,,,1113,1021,
PT-1014-1288444,['da7a65fa-555a-4018-8d2c-891d665c733d'],['PLC68'],800.0,RESIDENTIAL,,,,,,,,,,,2375,1984,
PT-1014-1288453,['b8d8237f-f321-47ab-a967-fc26fcf6fd3e'],['PLC68'],423.0,RESIDENTIAL,,,,,,,,,,,1411,1178,
PT-1014-1288481,['92e75ca4-1ce6-4b9d-96c0-e671b28382b6'],['PLC68'],400.0,RESIDENTIAL,,,,,,,,,,,1781,1488,
PT-1014-1288484,['7cd82094-1a7b-4c2a-b341-9f4f87669de4'],['PLC68'],200.0,RESIDENTIAL,,,,,,,,,,,891,817,
PT-1014-1288496,['0b30b16c-f55f-4dfd-8116-554d48220a45'],['PLC68'],186.7,RESIDENTIAL,,,,,,,,,,,831,694,
PT-1014-1288510,['5de771ae-ac72-4694-bc79-e8375bde432b'],['PLC145'],17.0,NONRESIDENTIAL.COMMERCIAL,,,,,,2074,1908,1743,"Demand not generated, hence not paid",1557,1443,1306,
PT-1014-1288516,['f8e0f814-5c6d-4da3-aca3-5ba6547be529'],['PLC145'],140.0,MIXED,,,,,,,,,,,0,10101,
PT-1014-1288529,['a8a4fddc-b0a1-4dbb-b563-7fbfd7028b13'],['PLC145'],77.0,MIXED,,,,,,,,,,,4389,3700,
PT-1014-1288536,['f03259a4-c540-480e-95f9-1a1145c52b35'],['PLC145'],58.4,MIXED,,,,,,,,,,,3326,3068,
PT-1014-1288551,['74c5aaa1-d899-486d-a1bf-bd42715dfb02'],['PLC145'],11.3,NONRESIDENTIAL.COMMERCIAL,0.0,0,0,0,0,0,0,0,0,0,313,289,
PT-1014-1288556,['98b89958-9abc-4372-9803-0a8d0b7e5382'],['PLC145'],44.5,NONRESIDENTIAL.COMMERCIAL,,,,,,,,,,,2469,2276,
PT-1014-1288569,['0cf204ee-4b5c-4dfb-9d33-c06872e48d6c'],['PLC183'],453.4,NONRESIDENTIAL.COMMERCIAL,,,,,,,,,,,48962,45380,
PT-1014-1288589,['be8b4a46-ffa2-43b9-b1a7-95974fcd65bb'],['PLC183'],80.0,NONRESIDENTIAL.COMMERCIAL,20762.0,8846,8326,7808,7289,6771,6251,5733,5475,5177,4834,4096,
PT-1014-1288598,['d5e280ca-7446-4fdb-81d9-66dc9ac370ce'],['PLC98'],67.0,RESIDENTIAL,,,,,,,,0,0,0,298,273,
PT-1014-1288600,['a76214fc-67d3-4a91-8858-eb13f0926ac4'],['PLC183'],128.2,NONRESIDENTIAL.COMMERCIAL,,,,,,12878,11837,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",7500,
PT-1014-1288724,"['02607448-8e12-4977-8df3-af1d0b338d0c', '43fdcdb3-ffb7-4aaf-83d2-24e17d6b48fc']",['PLC94'],56.3,MIXED,,,,,,,,,,,,2533,
PT-1014-1288800,['b903cdaa-ba7b-49cf-9637-7d20c762f820'],['PLC52'],150.0,NONRESIDENTIAL.COMMERCIAL,,,,,,,,,,,10800,9189,
PT-1014-1288804,['96a95a30-0241-442c-bd4f-ac8e0e0527fc'],['PLC52'],24.5,NONRESIDENTIAL.COMMERCIAL,,,,,,,,,,,1409,1199,
PT-1014-1288810,['0016f057-49fb-48f9-bda3-f3d762903933'],['PLC52'],333.4,NONRESIDENTIAL.COMMERCIAL,,,,,,,,,,,24002,22245,
PT-1014-1288821,['e19a8e03-161f-48be-885c-32bdd813f923'],['PLC52'],111.2,MIXED,,,,,,,,,,,5292,4901,
PT-1014-1288833,['a4ed66e1-ae43-4f4b-94e8-62dc1b2b3eaa'],['PLC52'],53.4,MIXED,,,,,,,,,,,3233,2994,
PT-1014-1288859,['b9b7e1f2-7550-4e45-b59c-44f4d9986556'],['PLC52'],140.0,MIXED,,,,,,,,,,,5587,5178,
PT-1014-1288869,['dd9453d3-6e4a-44c5-a6a8-e528d11c8a37'],['PLC52'],64.0,NONRESIDENTIAL.COMMERCIAL,,,,,,,,,,,5530,4705,
PT-1014-1288872,['3c212941-2b6d-41cb-94d4-45c4c0e7f609'],['PLC52'],60.0,MIXED,,,,,,,,,,,952,802,
PT-1014-1288882,['99aee313-a3cf-4455-ae49-2c2954ea1cf8'],['PLC52'],302.3,MIXED,,,,,,,,,,,5173,4390,
PT-1014-1288895,['22cdaee4-4b68-4a5c-a1a2-fbe27f01233f'],['PLC52'],302.3,MIXED,,,,,,,,,,,5012,4221,
PT-1014-1288898,['4498a6fd-09ab-49e5-a227-76763bb2f6be'],['PLC52'],72.0,MIXED,,,,,,,,,,,2053,1744,
PT-1014-1288907,['5a9c9cfb-ed86-4e22-b11b-eaa8c80cfb85'],['PLC183'],36.4,NONRESIDENTIAL.COMMERCIAL,,,,,,,,0,0,"Demand not generated, hence not paid",0,0,
PT-1014-1317035,['d7c28b90-8beb-427d-b8f6-7e48044a5a6b'],['PLC52'],39.2,NONRESIDENTIAL.COMMERCIAL,,,,,,,,,,,2174,2004,
PT-1014-1317306,['c3a467ec-eb34-46d7-9c57-75a83bd881d1'],['PLC52'],133.4,MIXED,,,,,,,,,,,3129,2885,
PT-1014-1317426,['e6fa6e71-313b-4c63-a81b-f9fde3b9467f'],['PLC52'],444.5,MIXED,,,,,,,,,,,4026,3708,
PT-1014-1317558,['710a4440-b762-4089-bfb6-97439d28ecad'],['PLC52'],416.7,MIXED,,,,,,,,,,,6551,5517,
PT-1014-1317761,['34bf818c-b663-46a3-99f7-defeea994733'],['PLC52'],13.3,MIXED,,,,,,,,,,,764,650,
PT-1014-1317884,['6842b13a-c44f-458b-8bfb-fa65d667ec0c'],['PLC52'],80.0,MIXED,,,,,,,,,,,938,790,
PT-1014-1318046,['3520bd8e-c411-4f75-95a4-7b7385f7619a'],['PLC52'],54.0,MIXED,,,,,,,,,,,786,660,
PT-1014-1318075,['ff41f292-6144-459a-b9de-2843363eb4b1'],['PLC52'],58.7,MIXED,,,,,,,,,,,1049,965,
PT-1014-1318087,['aa85ed8d-80b4-42f4-aac2-71ac5843a2e5'],['PLC38'],59.0,MIXED,,,,,,,,,,,3398,3134,
PT-1014-1318112,['9c5dd899-546c-41db-bbf4-8152d37a39c8'],['PLC52'],9.0,MIXED,,,,,,,,,,,375,345,
PT-1014-1319889,"['6c61d6a3-1013-417b-bf70-d4c8d5d16481', 'bfec2b88-ff9c-4957-8da7-0e99528e1a93', '59f2ba4b-05be-4bee-85c1-f424455428a9', '7e1c4306-19e7-437b-ae13-47573dc9ff07']",['PLC145'],280.0,RESIDENTIAL,,,,,,,,,,,742,620,
PT-1014-1320099,['2eb1fd71-f7b0-4491-b70c-3d0fff14c4bd'],['PLC52'],400.0,NONRESIDENTIAL.COMMERCIAL,,,,,,,,,,,27758,25599,
PT-1014-1320347,['d8564bf6-fbab-4b98-9028-2927690c5b49'],['PLC52'],213.4,MIXED,,,,,,,,0,0,0,2249,2070,
PT-1014-1320720,['e262b15c-c2da-4d26-8a98-acb4f907e56d'],['PLC52'],124.5,MIXED,,5626,5281,4937,4594,4250,3905,3561,3378,3168,2928,2697,
PT-1014-1320797,['d796f8c6-ed7e-47d9-b988-e70884316055'],['PLC52'],67.0,MIXED,,,,,,,,,,,1423,1201,
PT-1014-1320885,['a83aec7c-e6ee-47f1-9acf-c107616c0a2a'],['PLC52'],96.0,MIXED,,,,,,,,,,,2326,1960,
PT-1014-1321103,['95dd1cb6-6e05-45ca-9841-1e7a9b071fb6'],['PLC52'],15.2,NONRESIDENTIAL.COMMERCIAL,,,,,,,,,,,841,777,
PT-1014-1321206,['53991c60-5d96-4f49-a538-6346a0ca4fa2'],['PLC52'],48.0,MIXED,,,,,,,,,,,740,682,
PT-1014-1321894,['232a4c4b-f001-4c7a-8d4c-97f9d194bca4'],['PLC52'],48.0,MIXED,,,,,,,,,,,740,682,
PT-1014-1321978,['3334405e-2c0e-4687-b3a1-d04a8b0f3b69'],['PLC38'],120.0,MIXED,,,,,,,,,,,5482,4623,
PT-1014-1323624,['64616945-27a1-45f7-98c8-72175935be90'],['PLC52'],167.0,MIXED,,,,,,,,,,,4262,3930,
PT-1014-1323746,['a9d94e9b-1e4a-4436-ae20-73a942f9bbee'],['PLC52'],64.0,MIXED,,,,2416,2248,2079,1911,1742,1652,1549,1431,1317,
PT-1014-1323871,['5429d430-e324-471a-89b6-df4146132af6'],['PLC52'],72.0,MIXED,,,,,,,,,,,521,480,
PT-1014-1324439,['4a7ac768-6004-40ad-b156-76fc7c7cd862'],['PLC52'],290.0,MIXED,,,,,,,,,,,2606,2399,
PT-1014-1324575,['f97e8519-2aff-416c-8570-1c70431878ed'],['PLC52'],93.4,MIXED,,,,,,,,,,,1067,987,
PT-1014-1324750,['5c3b1faa-b630-453b-a428-a7d15e5bbe81'],['PLC52'],133.4,MIXED,,,,,,,,,,,2991,2538,
PT-1014-1324908,['448de907-5b16-43fd-a5ec-a152bc0e2b0a'],['PLC52'],174.2,MIXED,,,,,,,,,,,1702,1433,
PT-1014-1325017,['4921cfa1-214c-4c84-9602-37729b406e25'],['PLC52'],111.2,MIXED,,,,,,,,,,,4919,4558,
PT-1014-1325263,['ef418370-3573-4e85-b86c-3bfbb28eb301'],['PLC52'],111.2,MIXED,,,,,,,,,,,1529,1297,
PT-1014-1326231,['6fb4580d-a948-4965-926b-f739ee348f8d'],['PLC52'],40.0,RESIDENTIAL,0.0,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",0,
PT-1014-1326288,['f78e03d8-9287-4e32-8fd7-5cbedb08bac1'],['PLC52'],46.7,NONRESIDENTIAL.COMMERCIAL,,,,,,,,,,,2689,2288,
PT-1014-1326396,['f3e21c3f-017d-4e2f-98d6-4d3d42b1e308'],['PLC52'],85.4,NONRESIDENTIAL.COMMERCIAL,,,,,,,,,,,4917,4558,
PT-1014-1326494,['1ca4d3eb-224a-461f-ad94-5bad7b755a5a'],['PLC52'],111.2,NONRESIDENTIAL.INDUSTRIAL,,,,,,,,,,,633,539,
PT-1014-1326630,['55bcfb66-aba6-4313-a1e8-123bb739e2c2'],['PLC52'],111.2,MIXED,,,,,,,,,,,942,871,
PT-1014-1326940,['7e66d9c1-070c-48f7-a4e3-7e71b38ee667'],['PLC52'],64.0,RESIDENTIAL,,,,,,,,,,,284.51,261,
PT-1014-1327006,['8402a5fe-11c6-49f7-9b53-8429ba1469d3'],['PLC52'],128.0,RESIDENTIAL,,,,,,,,,,,412,344,
PT-1014-1327246,['e0accbf9-3dea-4f48-a586-f9c002f30cf1'],['PLC52'],128.0,RESIDENTIAL,,,,,,,,,,,570,476,
PT-1014-1330695,['31fdbd1c-6c02-4bc9-b8e1-d9e840afee66'],['PLC52'],107.0,RESIDENTIAL,,,,,,,,,,,396,331,
PT-1014-1330723,['97113db8-efd1-4036-90ce-fd3969bc2e13'],['PLC52'],128.0,RESIDENTIAL,,,,,,,,,,,410,375,
PT-1014-1330726,['ed7c5534-c7c5-4c30-862c-f06478b3b8ed'],['PLC52'],140.0,RESIDENTIAL,0.0,0,0,0,0,0,0,0,0,0,"Demand not generated, hence not paid",477,
PT-1014-1330741,['eeb294b5-0c6d-40fb-b7ee-99e2dcce88fc'],['PLC52'],428.0,RESIDENTIAL,,,,,,,,,,,1271,1061,
PT-1014-1330745,['dd115c46-0217-4013-9d21-b9d50031d5be'],['PLC52'],173.4,RESIDENTIAL,,,,,,,,,,,515,430,
PT-1014-1330760,['7aeb80b2-c1f4-43b2-a759-23860869c0b0'],['PLC98'],300.0,RESIDENTIAL,,,,,,,,0,0,0,0,817,
PT-1014-1331905,['20817fb0-eb56-4270-9746-6d03110c1622'],['PLC52'],53.4,RESIDENTIAL,,,,,,,,,,,183,168,
PT-1014-1332077,['4f86c841-65fa-45d1-8f3e-015a85b3f539'],['PLC52'],76.0,RESIDENTIAL,,,,,,,,,,,315,289,
PT-1014-1332143,['3e24b189-8330-4cf0-8bc8-e4ace5ceafe4'],['PLC52'],728.0,RESIDENTIAL,,,,,,,,,,,1321,1103,
PT-1014-1332231,['2a972268-a584-4852-8f36-23969e188cba'],['PLC52'],64.0,RESIDENTIAL,,,,,,,,,,,226,206,
PT-1014-1332286,['9c25062d-e057-4e40-a3e0-fffce1049a51'],['PLC52'],160.0,RESIDENTIAL,,,,,,,,,,,475,397,
PT-1014-1332301,['2f65efcb-c04d-4d21-b8ae-cfaa1c0e6fd6'],['PLC52'],72.0,RESIDENTIAL,,,,,,,,,,,321,294,
PT-1014-1332473,['29bbfb55-f01a-4232-8694-e42f81a52895'],['PLC52'],72.0,RESIDENTIAL,,,,,,,,,,,226,188,
PT-1014-1332537,['fb320987-bbd7-4f80-99a0-04485cf3ec43'],['PLC52'],120.0,RESIDENTIAL,,,,,,,,,,,343,287,
PT-1014-1332642,['bcf50874-819d-45a4-af0a-931dc7faf4cb'],['PLC52'],102.3,RESIDENTIAL,,,,,,,,,,,360,330,
PT-1014-1332745,['63ab401e-38ad-4d4b-9301-cb032757c208'],['PLC45'],100.0,RESIDENTIAL,,,,,,,,,0,0,445,372,
PT-1014-1332969,['03eb471d-3aed-4111-b949-fb44d8dcb1ed'],['PLC52'],72.0,RESIDENTIAL,314.0,627,588,549,510,472,433,394,373,348,321,294,
PT-1014-1333253,['f06aa454-284f-4f76-acbb-105628b07b57'],['PLC52'],72.0,RESIDENTIAL,,,,,,,,,,,321,268,
PT-1014-1333501,['08534807-6ace-4248-a44f-64fa06c9cf78'],['PLC52'],81.0,MIXED,,,,,,,,,,,,577,
PT-1014-1333555,['43e17655-b49e-4c68-a4c3-db0ba446060a'],['PLC52'],89.0,RESIDENTIAL,,,,,,,,,,,300,251,
PT-1014-1333607,['c1f8ee44-5bdf-47c4-8807-8df9ff6dc341'],['PLC52'],60.0,RESIDENTIAL,,,,,,,,,,,214,179,
PT-1014-1333852,['a0953395-4ae7-4323-9766-af468ba8afdd'],['PLC185'],180.0,RESIDENTIAL,,,,,,,0,0,0,0,564,517,
PT-1014-1334206,['ea7b30d2-34ce-49f4-801e-6cb29079ab9c'],['PLC52'],142.0,RESIDENTIAL,0.0,0,0,0,0,0,0,0,0,0,0,286,
PT-1014-1334617,"['aee5ff9e-f13a-4270-a1df-12733842ece6', 'b1f2beab-38f3-41f3-bc9d-52d2f932c2cf']",['PLC52'],160.0,RESIDENTIAL,,,,,,,,,,,475,397,
PT-1014-1334708,['a702ad1b-d017-4933-8b87-e00da4cec4d0'],['PLC52'],90.0,RESIDENTIAL,,,,,,,,,,,282,236,
PT-1014-1334734,['c2dfd72e-99c8-4a48-8ac8-8b6d84162d97'],['PLC52'],116.7,RESIDENTIAL,,,,,,,,,,,391,327,
PT-1014-1348262,['234e66a3-23e9-4bd5-88d8-e042f9e64380'],['PLC52'],70.0,RESIDENTIAL,,,,,,,,,,,312,285,
PT-1014-1348285,['216ddcc5-0b19-468e-a726-e61041aeaab1'],['PLC98'],405.0,RESIDENTIAL,,,,,,,,,,,1046,960,
PT-1014-1348324,['6fb3cab7-3a8b-461a-8e8b-484a2ab768e3'],['PLC52'],72.0,RESIDENTIAL,,,,,,,,,,,321,294,
PT-1014-1348350,['f303dcb7-10f5-4b2f-8b5c-6c6255593c65'],['PLC52'],66.7,RESIDENTIAL,,,,,,,,,,,247,207,
PT-1014-1348355,['e5e13c0b-6dec-4cbc-b0ee-a27c78e85b13'],['PLC52'],216.7,RESIDENTIAL,,,,,,,,,,,907,833,
PT-1014-1348372,['62afd873-5c96-4dfb-a45f-d871fb3f87d9'],['PLC52'],77.8,RESIDENTIAL,,,,,,,,,,,336,281,
PT-1014-1348415,['9dc0029b-089b-4410-9bda-3e9a2c6bccab'],['PLC52'],56.0,RESIDENTIAL,,,,,,,,,,,248,207,
PT-1014-1348420,['54b1a055-bcdc-41e0-9b45-0b67efe66397'],['PLC52'],133.4,RESIDENTIAL,,,,,,,,,,,0,331,
PT-1014-1348441,['87825191-b06c-43c8-b3a2-da5affa557ad'],['PLC52'],111.2,RESIDENTIAL,,,,,,,,,,,379,317,
PT-1014-1348941,['3a6b2532-e215-4168-bae9-2bfb37c2602b'],['PLC52'],80.0,RESIDENTIAL,,,,,,,,,,,356,298,
PT-1014-1349596,['e7fce736-c9cf-4923-b0dd-3c4f7eff008c'],['PLC52'],139.0,RESIDENTIAL,,,,,,,,,,,437,365,
PT-1014-1349704,['463e8157-17a0-411f-ac92-adc0d4c3a611'],['PLC52'],60.0,RESIDENTIAL,,,,,,,,,,,267,245,
PT-1014-1349756,['03aea97b-5bad-4c2d-ae7f-d6995a1dee96'],['PLC52'],284.5,RESIDENTIAL,,,,,,,,,,,657,549,
PT-1014-1349886,['f26088f3-8ab0-446c-9f12-3183c89942a1'],['PLC52'],66.7,RESIDENTIAL,,,,,,,,,,,228,190,
PT-1014-1349910,['b991f33f-1190-4659-bc9b-f6afa7a65b78'],['PLC52'],66.7,RESIDENTIAL,,,,,,,,,,,264,220,
PT-1014-1350127,['5a3a8a07-5155-4748-8fed-47fd9fd27f5b'],['PLC52'],111.2,RESIDENTIAL,,,,,,,,,,,396,331,
PT-1014-1350130,['48d350b7-5a84-42c2-9884-1be260424356'],['PLC52'],60.0,RESIDENTIAL,,,,,,,,,,,198,165,
PT-1014-1350156,['6e1a623f-1c6c-45fd-862d-edf2f2c45e75'],['PLC52'],85.4,RESIDENTIAL,,,,,,,,,,,380,317,
PT-1014-1350163,"['f4d119f2-4eba-4ebe-a23b-d48b4c200654', '64ce9233-5f4e-4e4f-b0a5-36d99aac8e46', '0b10dc7a-fb6e-4de7-95c8-755cb6a09530', '89ddbaad-2244-4fef-97b7-704b36d45419']",['PLC152'],166.7,RESIDENTIAL,,,,,,,,,,,495,413,
PT-1014-1350224,['47cac82b-1359-4f02-8107-759cfaa0a989'],['PLC52'],120.0,RESIDENTIAL,,,,,,,,,,,365,305,
PT-1014-1356378,['8f7cc705-07b1-4d4b-91fa-ab1bbddc1d9d'],['PLC52'],142.3,RESIDENTIAL,,,,,,,,,,,294,245,
PT-1014-1356382,['36a94299-da4c-40f7-9577-63ac5933e3a1'],['PLC52'],71.2,RESIDENTIAL,,,,,,,,,,,317,265,
PT-1014-1356386,['daf49337-fb6c-4d65-bdd4-e85cd32ae6ac'],['PLC52'],71.2,RESIDENTIAL,,,,,,,,,,,317,265,
PT-1014-1356539,['ffb6b503-0b07-4f7b-b353-d00129da90b8'],['PLC52'],63.4,RESIDENTIAL,,,,,,,,,,,282,236,
PT-1014-1356557,['6e2a5ed6-761e-43f8-9f60-b7a242b12197'],['PLC52'],89.0,RESIDENTIAL,,,,,,,,,,,396,331,
PT-1014-1356639,['ad51f6f2-e59c-41ad-96be-7a0cfd1ae2dd'],['PLC52'],72.0,RESIDENTIAL,,,,,,,,,,,321,268,
PT-1014-1356651,['8d8f9f4f-9bfd-435e-bb1a-bbce9ce97998'],['PLC52'],96.0,RESIDENTIAL,0.0,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",0,0,
PT-1014-1356663,['4d0942a7-af8e-49ef-a3bb-b0e77de89688'],['PLC52'],72.0,RESIDENTIAL,,,,,,,,,,,321,268,
PT-1014-1356757,['e04bcec8-e775-47b0-946d-f2974feb1790'],['PLC38'],160.0,RESIDENTIAL,,,,,,,,,,,475,397,
PT-1014-1356782,['0340b8d7-6fd2-42bf-a379-d0b9ff8e5efd'],['PLC52'],80.0,RESIDENTIAL,,,,,,,,,,,356,298,
PT-1014-1356800,['ec3e1913-cd41-4f02-9077-72ec0102bf0e'],['PLC52'],100.0,RESIDENTIAL,,,,,,,,,,,326,272,
PT-1014-1356820,['d2916766-3520-4886-9767-68ef8348bfb0'],['PLC52'],74.7,RESIDENTIAL,,,,,,,,,,,333,278,
PT-1014-1356924,['6fd20ca1-c5da-4ed5-b867-7628c0c4e32d'],['PLC52'],195.6,RESIDENTIAL,,,,,,,,,,,479.3,400,
PT-1014-1356959,['dfd7658d-dc01-4b54-ab5d-524cfb1c9802'],['PLC52'],96.0,RESIDENTIAL,,,,,,,,,,,293,245,
PT-1014-1357153,['afca8b89-8d52-43d6-bf1f-359cc584cf18'],['PLC52'],72.0,RESIDENTIAL,,,,,,,,,,,284.51,238,
PT-1014-1357165,['9273addd-b592-4d02-8e1d-e6ea3864c889'],['PLC52'],78.0,RESIDENTIAL,,,,,,,,,,,296,247,
PT-1014-1357279,['89c1ecd6-b658-4de1-8f04-868712aabdc8'],['PLC52'],60.0,RESIDENTIAL,,,,,,,,,,,208,174,
PT-1014-1357403,['30b8f02d-1d95-4d82-99dd-e70809b787b7'],['PLC52'],60.0,RESIDENTIAL,,,,,,,,,,,208,174,
PT-1014-1357680,['4eab110a-ff15-4b4f-bcb1-f877760308de'],['PLC52'],110.0,RESIDENTIAL,,,,,,,,,,,356,298,
PT-1014-1357839,['1d548c2a-b426-49a6-b28c-97535a374637'],['PLC52'],60.0,RESIDENTIAL,0.0,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",0,0,
PT-1014-1357880,['09ae030c-aa81-4655-ab42-dcbb701643d3'],['PLC52'],60.0,RESIDENTIAL,,,,,,,,,,,267,223,
PT-1014-1357947,['4eeb1618-41e6-441f-a0da-be3d950d270f'],['PLC52'],56.0,RESIDENTIAL,,,,,,,,,,,249,208,
PT-1014-1358340,['9f55daa3-f035-4034-a974-e3d19ff7c750'],['PLC52'],72.0,RESIDENTIAL,,,,,,,,,,,293,245,
PT-1014-1358369,['44ea0c38-fa9f-4079-a8c7-990f1f3c1f1a'],['PLC52'],58.7,RESIDENTIAL,,,,,,,,,,,204,170,
PT-1014-1358384,['55e6edfa-c7b2-4970-b59d-7611049da064'],['PLC52'],53.4,RESIDENTIAL,,,,,,,,,,,158,132,
PT-1014-1358387,['6ebb9fe3-f39b-4d82-9f6a-c2279a8342d3'],['PLC52'],56.0,RESIDENTIAL,,,,,,,,,,,201,168,
PT-1014-1358492,['2560ab54-c230-44f8-b539-0753e2b7c2d0'],['PLC52'],106.7,RESIDENTIAL,,,,,,,,,,,,397,
PT-1014-1370013,['2b72b1e6-c856-4d6b-8bba-a256c8c802fe'],['PLC52'],97.0,RESIDENTIAL,,,,,,,,,,,288,241,
PT-1014-1370083,['c6774463-c29e-4c47-a05d-46bcba3874ec'],['PLC52'],80.0,RESIDENTIAL,,,,,,,,,,,172,143,
PT-1014-1370133,['a8ad06cf-65c6-495b-a84c-b33b5fd8fc01'],['PLC38'],80.0,RESIDENTIAL,,,,,,,,,,,356,298,
PT-1014-1370380,['d6383ed7-d33b-4a8d-8eb6-692b10a8f8ae'],['PLC52'],80.0,RESIDENTIAL,,,,,,,,,,,356,298,
PT-1014-1370414,['b3f40d24-51bb-4660-967c-527eef9e6612'],['PLC52'],80.0,RESIDENTIAL,,,,,,,,,,,356,298,
PT-1014-1370480,['c15650ab-9152-46a0-a6a7-8a688f28389b'],['PLC52'],53.4,RESIDENTIAL,,,,,,,,,,,238,198,
PT-1014-1370939,['0f53300d-0144-45d9-a631-f46b83ae2856'],['PLC97'],120.0,NONRESIDENTIAL.COMMERCIAL,,,,,,,,,,,6923,6967,
PT-1014-1371186,['c5f5cefb-1dc8-415d-a9fc-ebecf26aa382'],['PLC14'],163.0,RESIDENTIAL,,,,,,,0,0,0,0,41.05,0,
PT-1014-1371507,['a59d1b24-b874-4777-a2c7-6a3047e695f7'],['PLC14'],46.7,NONRESIDENTIAL.COMMERCIAL,,,,,,0,0,0,0,0,4033,3432,
PT-1014-1374796,['b4a1f9ad-4cdc-4b7e-bce8-3bdc378873f2'],['PLC52'],50.2,RESIDENTIAL,,,,,,,,,,,223,187,
PT-1014-1375001,['955cf911-ab59-45d6-8cb4-55e710280816'],['PLC52'],94.5,RESIDENTIAL,,,,,,,,,,,421,351,
PT-1014-1375261,['c44ca603-7892-4c6e-a813-396dc0cd5a4a'],['PLC52'],89.0,RESIDENTIAL,,,,,,,,,,,294,245,
PT-1014-1375445,['585dee99-4084-4665-bbfe-962b55b0dd01'],['PLC52'],56.0,RESIDENTIAL,,,,,,,,,,,249,208,
