Property ID,Owner Id,Locality,Plot size,Propertyusagetype,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25,YearOfConstruction
PT-1014-1477127,['c7c561e4-875b-4b63-a133-97bc458feb27'],['PLC58'],126.0,RESIDENTIAL,,,,,,,,,,,374,312,
PT-1014-1477128,['24a03a19-832d-4d8f-a80f-82a4e48078e8'],['PLC58'],170.8,RESIDENTIAL,,,,,,,,,,,507,424,
PT-1014-1477130,['17383b92-2109-47bb-9909-544d191aabd0'],['PLC58'],207.8,RESIDENTIAL,,,,,,,,,,,617,515,
PT-1014-1477132,['32a6307e-7cca-4acf-bddc-32d4eff70b9b'],['PLC58'],186.0,MIXED,,,,,,,,,,,2943,2478,
PT-1014-1477134,['74c87830-bed1-4a0c-8958-118159e16fc9'],['PLC58'],175.0,RESIDENTIAL,,,,,,,,,,,520,434,
PT-1014-1477136,['4270bd94-e542-40b7-bd85-be4abeaf4965'],['PLC58'],194.5,RESIDENTIAL,,,,,,,,,,,577,482,
PT-1014-1477142,['81d12ac4-aa45-4f64-b4af-ed0f3da10207'],['PLC58'],322.0,RESIDENTIAL,,,,,,,,,,,956,798,
PT-1014-1477150,['813a8a94-b94f-46b1-a210-ab1431fd1313'],['PLC58'],210.0,RESIDENTIAL,,,,,,,,,,,623,521,
PT-1014-1477155,['2df174c3-9d5b-463d-b7c4-1eb9accb5c86'],['PLC58'],158.9,RESIDENTIAL,,,,,,,,,,,472,394,
PT-1014-1477157,['784672d5-1a2a-4405-a818-ae28e3c89287'],['PLC58'],305.6,RESIDENTIAL,,,,,,,,,,,1014,847,
PT-1014-1477163,['8eba46a0-ed6d-44f0-9e9e-128c63f34717'],['PLC58'],244.9,RESIDENTIAL,,,,,,,,,,,727,607,
PT-1014-1477167,['8bf8f03f-e092-4e10-82cc-1293ed7465c4'],['PLC58'],266.7,RESIDENTIAL,,,,,,,,,,,792,661,
PT-1014-1477169,['bb9c193e-22ae-49fc-a1e8-07025f5b1f18'],['PLC58'],253.4,RESIDENTIAL,,,,,,,,,,,752,628,
PT-1014-1477171,['cc76b59f-0336-4af3-8c80-a9a6cf9df8da'],['PLC58'],337.8,RESIDENTIAL,,,,,,,,,,,1003,838,
PT-1014-1477174,['e05e06c4-0c02-466b-acf6-df1fd7585e9d'],['PLC58'],126.0,RESIDENTIAL,,,,,,,,,,,374,312,
PT-1014-1477175,['af8b66b7-d464-43b2-8feb-4d1cb0e0e83c'],['PLC58'],128.9,RESIDENTIAL,,,,,,,,,,,383,320,
PT-1014-1477179,['260e7ad2-8bdc-4d5b-964e-05b98f4bba8b'],['PLC58'],190.7,RESIDENTIAL,,,,,,,,,,,849,709,
PT-1014-1477180,['188500ab-7024-472d-a779-4dbce505c074'],['PLC58'],216.0,RESIDENTIAL,,,,,,,,,,,641,536,
PT-1014-1477182,['0537a520-80fe-4bd8-b9f2-66a28cba1a9c'],['PLC58'],146.7,RESIDENTIAL,,,,,,,,,,,574,479,
PT-1014-1477190,['b6d8909b-7b19-4d72-9812-fb87ca77aae1'],['PLC58'],216.9,RESIDENTIAL,,,,,,,,,,,644,538,
PT-1014-1477192,['2d82d1d6-bba5-4004-ae9d-c1a3a6582128'],['PLC58'],256.7,RESIDENTIAL,,,,,,,,,,,762,637,
PT-1014-1477196,['caad19e3-701f-49dd-bb39-152545b2ebd9'],['PLC58'],40.0,RESIDENTIAL,0.0,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",0,
PT-1014-1477200,['4f38a933-074e-4c9c-a639-2d569cea47f1'],['PLC59'],200.0,RESIDENTIAL,,,,,,,,,,,891,744,
PT-1014-1477201,['7456e945-6a5e-4d66-b013-4b29196ff787'],['PLC58'],97.3,RESIDENTIAL,,,,,,,,,,,433,362,
PT-1014-1477203,['e9582937-3cf6-4dd8-8ebd-da4754e117b5'],['PLC58'],101.2,RESIDENTIAL,,,,,,,,,,,450,376,
PT-1014-1477211,['8805c623-78d9-45f8-ab94-99906d9f7eec'],['PLC58'],72.0,RESIDENTIAL,,,,,,,,,,,321,268,
PT-1014-1477212,['a610b91f-5396-4669-a3d8-4fc583da9ae2'],['PLC58'],330.0,RESIDENTIAL,,,,,,,,,,,980,818,
PT-1014-1477225,['ccdcfac5-796a-4fe5-9ab8-c06c5c2fd8cf'],['PLC58'],212.7,RESIDENTIAL,,,,,,,,,,,947,791,
PT-1014-1477227,['d4a09ebd-076b-4681-b2e2-d01ecede805e'],['PLC58'],136.2,RESIDENTIAL,,,,,,,,,,,404,338,
PT-1014-1477228,['9bccbe10-79b0-42f3-b4ac-4777cf1a025a'],['PLC58'],84.0,RESIDENTIAL,,,,,,,,,,,374,312,
PT-1014-1477231,['065832a8-b6ff-4e11-ad4d-07fe8413e14c'],['PLC58'],79.3,MIXED,,,,,,,,,,,4583,3864,
PT-1014-1477237,['c664b01c-2373-47cd-a9c2-a01a74ae0b00'],['PLC58'],200.0,MIXED,,,,,,,,,,,2119,1783,
PT-1014-1477240,['06a4fa18-078f-4f1f-a2ce-70c4528af45e'],['PLC58'],333.4,RESIDENTIAL,,,,,,,,,,,1484,1240,
PT-1014-1477256,['bf1af9d7-99a7-45a6-9225-39baeae872b7'],['PLC58'],444.5,RESIDENTIAL,,,,,,,,,,,1319,1102,
PT-1014-1477258,['fdbe3dcb-4868-4fb2-924c-65859656fad0'],['PLC58'],533.4,RESIDENTIAL,,,,,,,,,,,1583,1323,
PT-1014-1477259,['1874fd65-f356-49db-8fcc-200bcfc68841'],['PLC58'],154.7,MIXED,,,,,,,,,,,3670,3093,
PT-1014-1477261,['948fc7b8-4a58-4c20-9980-19798cde9fd6'],['PLC58'],154.7,RESIDENTIAL,,,,,,,,,,,689,575,
PT-1014-1477262,['31f406ef-cd25-480c-9ce5-49bc526507e8'],['PLC58'],111.2,RESIDENTIAL,,,,,,,,,,,660,551,
PT-1014-1477264,['24299289-1941-4274-9966-8c5439aab1e9'],['PLC58'],142.0,RESIDENTIAL,,,,,,,,,,,422,352,
PT-1014-1477266,['e7a833f7-fe5a-4a68-bcdf-70bdd6d66c49'],['PLC58'],68.4,MIXED,,,,,,,,,,,864,729,
PT-1014-1477272,['0ec736c6-f579-4673-bbe1-71e1c37e056e'],['PLC58'],132.0,RESIDENTIAL,,,,,,,,,,,392,327,
PT-1014-1477273,['cdef984c-5ac5-4a89-b494-d17fe1035814'],['PLC58'],154.7,RESIDENTIAL,,,,,,,,,,,459,384,
PT-1014-1477274,['ae7aa6b2-032d-4a68-a83f-92111933b10d'],['PLC58'],165.0,RESIDENTIAL,,,,,,,,,,,490,409,
PT-1014-1477277,['1df63098-e11a-4f3c-9c16-80a247adbc54'],['PLC58'],81.7,RESIDENTIAL,,,,,,,,,,,450,376,
PT-1014-1477281,['74f27971-6625-4f61-8073-8c1cdcdf7e7f'],['PLC58'],159.5,RESIDENTIAL,,,,,,,,,,,473,395,
PT-1014-1477282,['e60855dc-bc92-420d-acd9-9d5e344356d4'],['PLC58'],116.7,RESIDENTIAL,,,,,,,,,,,520,434,
PT-1014-1477283,['e6e1e7a9-49a2-46d6-9973-9b45d4734da8'],['PLC58'],77.8,RESIDENTIAL,,,,,,,,,,,346,289,
PT-1014-1477286,['1b22254c-3535-4ee2-9845-d91dd28335ad'],['PLC58'],97.3,RESIDENTIAL,,,,,,,,,,,433,362,
PT-1014-1477288,['7fc3c878-b226-4ee9-a863-2769d8a3e070'],['PLC58'],50.6,RESIDENTIAL,,,,,,,,,,,225,188,
PT-1014-1477289,['23080cec-708d-4140-a8c7-e1e969264d8d'],['PLC58'],52.8,MIXED,,,,,,,,,,,1658,1398,
PT-1014-1477291,['b86d3356-1d15-4982-8145-c9397751bdd8'],['PLC58'],204.5,RESIDENTIAL,,,,,,,,,,,607,507,
PT-1014-1477292,['715ee6c8-506b-4bea-a7ed-4b21bce8c845'],['PLC58'],255.7,RESIDENTIAL,,,,,,,,,,,759,634,
PT-1014-1477294,['f33a286e-9d53-4255-9006-17f8e80bd681'],['PLC58'],222.3,RESIDENTIAL,,,,,,,,,,,660,551,
PT-1014-1477295,['033f49fe-4742-4c9e-8221-c5b2f69f73d8'],['PLC58'],138.9,RESIDENTIAL,,,,,,,,,,,474,396,
PT-1014-1477297,['75a1ab0f-844f-4d73-a47f-23565cb0c396'],['PLC58'],83.4,RESIDENTIAL,,,,,,,,,,,371,310,
PT-1014-1477321,['25bbbd43-21b6-4e90-98b4-28fb8c54393a'],['PLC121'],102.0,MIXED,0.0,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",0,2467,2081,
PT-1014-1477336,['1029c8db-c59c-4abb-aeb9-dd861f932db5'],['PLC58'],333.4,MIXED,,,,,,,,,,,7634,6433,
PT-1014-1477339,['30c78ecf-3051-4ff2-8f72-b517d55cf84c'],['PLC58'],166.7,RESIDENTIAL,,,,,,,,,,,495,413,
PT-1014-1477345,['a62c3885-03eb-42d6-861b-66c795cd1452'],['PLC58'],388.9,MIXED,,,,,,,,,,,17260,14678,
PT-1014-1477364,['17f7e64c-6dfc-4de4-93b2-9382ac94155f'],['PLC114'],234.7,NONRESIDENTIAL.COMMERCIAL,,,,,,,,,,,16286,13735,
PT-1014-1477370,['2c055d9b-270f-45b8-a6a2-589bfafdd8f7'],['PLC114'],266.7,MIXED,,,,,,,,,,,18904,15940,
PT-1014-1477373,['0ecdd53f-9f47-4add-a8ac-596c615afd7e'],['PLC64'],11.2,NONRESIDENTIAL.COMMERCIAL,,,,,,,,,,,928,782,
PT-1014-1477374,['15c57154-c75a-4adf-935d-59797cb9353e'],['PLC114'],55.6,MIXED,,,,,,,,,,,3168,2671,
PT-1014-1477381,['4191e398-d491-4710-97c8-bef2f51d2569'],['PLC114'],400.0,RESIDENTIAL,,,,,,,,,,,1205,992,
PT-1014-1477384,['1cbba99c-4e26-445d-8720-49a0df0d1a3c'],['PLC114'],415.0,RESIDENTIAL,,,,,,,,,,,1388,1159,
PT-1014-1477387,['5fb34e32-abb7-46a0-b767-70c32aab988f'],['PLC64'],1555.6,RESIDENTIAL,,,,,,,,,,,4783,3995,
PT-1014-1477390,['4e617992-afbb-486b-8429-9d80027f3478'],['PLC114'],1600.0,RESIDENTIAL,,,,,,,,,,,4750,3967,
PT-1014-1477396,['d39dc7b6-5137-49bc-9d05-38c94f85082e'],['PLC114'],445.5,RESIDENTIAL,,,,,0,2.27E-13,0,0,"Demand not generated, hence not paid","Demand not generated, hence not paid",0,0,
PT-1014-1477398,['dc5e8125-5bcf-475e-bc29-fa7ecae77a4a'],['PLC114'],200.0,RESIDENTIAL,,,,,,,,,,,594,496,
PT-1014-1477402,['09d294a5-5f92-42dd-a38d-d9028f451a56'],['PLC114'],600.0,RESIDENTIAL,,,,,,,,,,,2672,2232,
PT-1014-1477406,"['96585abd-1f2a-4d30-87a4-68521f523409', '38dcec79-9fe4-4359-ad14-32c4c2d1986d']",['PLC114'],640.0,RESIDENTIAL,,,,,,,,,,,1900,1587,
PT-1014-1477410,['177ff0cf-b24a-42ff-a860-7ea96d6dec97'],['PLC114'],266.7,RESIDENTIAL,,,,,,,,,,,1187,992,
PT-1014-1477412,['565673ce-c3af-47a9-b509-1028708a8357'],['PLC64'],300.0,RESIDENTIAL,,,,,,,,,,,1336,1116,
PT-1014-1477416,['000c6d37-0338-4c3a-9c31-a59ac87e544a'],['PLC114'],202.5,RESIDENTIAL,,,,,1224,1132,1039,947,898,842,777,633,
PT-1014-1477417,['ece2776f-15a0-4c4c-b350-66bad514e67e'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,891,744,
PT-1014-1477418,['9390836a-dfdd-477e-9692-ab03abde38ab'],['PLC114'],607.0,RESIDENTIAL,0.0,1107.42,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",666.42,"Demand not generated, hence not paid","Demand not generated, hence not paid",458.53,"Demand not generated, hence not paid",616,3689,
PT-1014-1477420,['7c177c17-5965-47d6-8b7d-eb925cfa19b7'],['PLC114'],266.7,RESIDENTIAL,,,,,,,,,,,792,661,
PT-1014-1477423,['7e5ed162-976e-4d77-a85b-0e17789f05a4'],['PLC114'],266.7,RESIDENTIAL,,,,,,,,,,,1187,992,
PT-1014-1477425,['e946e804-844f-406e-9c39-e7e8d7829f39'],['PLC114'],233.4,RESIDENTIAL,,,,,,,,,,,1385,1157,
PT-1014-1477426,['838361c2-21af-4d17-84dc-fb8b815d6600'],['PLC114'],266.7,RESIDENTIAL,,,,,,,,,,,792,661,
PT-1014-1477428,['47340e6b-e7e3-4240-b537-86c769d7821e'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,,1116,
PT-1014-1477430,['261064e8-6e6b-49b4-a9a0-64797d1a5642'],['PLC114'],266.7,RESIDENTIAL,,,,,,,,,,,792,661,
PT-1014-1477431,"['678ec5c8-4e33-4b15-ab93-75e62fb441f9', '91e840fb-f1e7-4b1d-9b3b-32a5f0110680']",['PLC114'],300.0,RESIDENTIAL,0.0,0,0,0,0,0,0,0,0,0,742,620,
PT-1014-1477432,['f4d4be58-b1bb-452d-bb48-ca6f47c3c7e4'],['PLC114'],213.4,RESIDENTIAL,,,,,,,,,,,1016,849,
PT-1014-1477433,['d785fb6c-8e8b-431a-85fe-669a8e32269b'],['PLC114'],266.7,RESIDENTIAL,,,,,,,,,,,792,661,
PT-1014-1477437,['30e8f42b-3cd3-44c2-9a31-cfc8b054babf'],['PLC114'],600.0,RESIDENTIAL,,,,,,,,,,,1781,1488,
PT-1014-1477439,['673ad54d-2b40-4114-8d99-9ee6df182d48'],['PLC114'],266.7,RESIDENTIAL,,,,,,,,,,,1187,992,
PT-1014-1477441,['aef286d1-4735-46b0-a083-ba7fab075558'],['PLC114'],400.0,RESIDENTIAL,,,,,,,,,,,1187,992,
PT-1014-1477443,['1227d375-a5d5-4b39-bee0-cb3d05cec008'],['PLC114'],146.7,RESIDENTIAL,,,,,,,,,,,653,546,
PT-1014-1477471,['c07cb0c1-f3b0-4a5a-80a0-2d57225e415e'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,1336,1116,
PT-1014-1477472,['0eb22ea6-b5a8-4e79-9a63-1b227fdab1f7'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,,1488,
PT-1014-1477476,['a2c9a0b1-4309-49e0-9a9e-67c32d1067ad'],['PLC114'],225.0,RESIDENTIAL,,,,,,,,,,,1336,1116,
PT-1014-1477480,['27606b3f-04a8-4e49-a34c-ccfa0bc8de38'],['PLC114'],150.0,RESIDENTIAL,,,,,,,,,,,668,558,
PT-1014-1477491,['25438bb5-09c9-4939-bc51-9f720814f0e1'],['PLC114'],100.0,RESIDENTIAL,,,,,,,,,,,445,372,
PT-1014-1477494,['6cbdcef5-17bf-4df4-a550-0f108e545ddc'],['PLC114'],200.0,RESIDENTIAL,,,,,,,,,,,594,496,
PT-1014-1477495,['c7e74370-d1b6-44f3-bbc5-75214c2d4142'],['PLC114'],225.0,RESIDENTIAL,,,,,,,,,,,1002,837,
PT-1014-1477497,['52b60601-88a9-4c91-a73e-9fbf06815610'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,1336,1116,
PT-1014-1477501,['51041072-1a4d-449c-ba8a-3229bdb1a6a4'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,891,744,
PT-1014-1477502,['04fb69b0-707b-453a-a385-0f91179cf0ce'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,,744,
PT-1014-1477503,['2e5b2294-22c6-463a-8c9a-a0da71a7030d'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,1336,1116,
PT-1014-1477505,['6c87c7e5-87ae-4ce7-8ab6-fabee7828dc6'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,1336,1116,
PT-1014-1477507,['829b2fd6-1e0f-4b37-a530-c29c36bd944f'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,891,744,
PT-1014-1477508,['331c57c6-de48-4a12-a9cf-859aa15fa189'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,1336,1116,
PT-1014-1477510,['c88786be-3c36-4563-966f-06c488ffe2ce'],['PLC114'],146.7,RESIDENTIAL,,,,,,,,,,,712,599,
PT-1014-1477513,['d5adbd81-ef94-48d7-b6b8-c675b2289ceb'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,1336,1116,
PT-1014-1477515,['9a526026-330e-4cc1-b933-b005878684dc'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,1781,1488,
PT-1014-1477516,['6dd87600-4e7f-46cf-8d11-c44824dded76'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,891,744,
PT-1014-1477518,['64df3924-ebdb-40fb-8434-350908d45ba9'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,1336,1116,
PT-1014-1477520,['4eb65020-fc7b-4bad-b3bd-c9b0565beb5a'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,1336,1116,
PT-1014-1477527,['01be8278-603f-475a-9bc0-cc364d1a94f2'],['PLC114'],150.0,RESIDENTIAL,,,,,,,,,,,445,372,
PT-1014-1477529,['679858ca-66b1-43bb-a2f2-76dfa4a4fa0e'],['PLC114'],180.0,RESIDENTIAL,,,,,,,,,,,633,528.87,
PT-1014-1477532,['1889e481-a2ba-4aff-a945-a91015109c74'],['PLC114'],146.7,RESIDENTIAL,,,,,,,,,,,435,364,
PT-1014-1477535,['0f983822-4f79-4aaa-a25f-041aababaeb1'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,1336,1116,
PT-1014-1477536,['0577c331-3ff4-48ee-93a7-0c86ec059497'],['PLC114'],146.7,RESIDENTIAL,,,,,,,,,,,435,364,
PT-1014-1477538,['c08e0250-2359-49a4-9e5c-83cbb99562b3'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,0,744,
PT-1014-1477540,['c1f579f6-017a-43f9-aa44-fac2d58e7e71'],['PLC114'],300.0,MIXED,,,,,,,,,,,2870,2422,
PT-1014-1477544,['1ebd1965-2c3f-42b3-b1fd-003008117921'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,1781,1488,
PT-1014-1477546,['b24f7ed9-5b5b-4741-9d6c-30fddec8c495'],['PLC114'],888.9,RESIDENTIAL,,,,,,,,,,,3957.94,3306,
PT-1014-1477547,['9f6d4d02-5f2d-47cb-98ad-c0ebe0807bcf'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,891,744,
PT-1014-1477549,['5ebd6aa9-25db-4bac-8ea3-d3624eec9034'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,1448,1225,
PT-1014-1477552,['1ad5b64f-8267-490b-8bb0-6c3d8821b208'],['PLC114'],1333.4,RESIDENTIAL,,,,,,,,,,,9894.83,8266,
PT-1014-1477553,['ee8351f3-0c5f-49f1-98ec-80038a64bb94'],['PLC114'],133.4,RESIDENTIAL,,,,,,,,,,,396,331,
PT-1014-1477556,['88ddbb9a-863d-4b82-b82c-e24ad00aa020'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,1336,1116,
PT-1014-1477557,['5e36657b-b197-4c23-af85-65dbd1fb3a64'],['PLC114'],300.0,RESIDENTIAL,,,,,,,,,,,891,744,
PT-1014-1477559,['443b5225-5583-4aa5-8b89-421991e5a609'],['PLC114'],300.0,RESIDENTIAL,,,,0,0,0,0,0,0,0,0,744,
PT-1014-1477560,['32561b74-7caa-4504-97b5-68f27eaab4a7'],['PLC114'],173.8,RESIDENTIAL,,,,,,,,,,,516,431,
PT-1014-1477563,['3ede245f-37a5-45b8-9c79-69bf356446d9'],['PLC114'],133.4,RESIDENTIAL,,,,,,,,,,,396,331,
PT-1014-1477567,['0165dde4-b26a-4b31-9d05-d580376a067a'],['PLC114'],166.7,RESIDENTIAL,,,,,,,,,,,742,620,
PT-1014-1477570,['7b21adde-9fed-467d-960a-0cd46a645282'],['PLC114'],233.4,RESIDENTIAL,,,,,,,,,,,693,579,
PT-1014-1477572,['0543548d-d12f-4345-8751-93bc9ab900e1'],['PLC114'],133.4,RESIDENTIAL,,,,,,,,,,,396,331,
PT-1014-1477573,['f5f1fbd0-6a54-441b-91d5-b6d0a8a7ce68'],['PLC114'],166.7,RESIDENTIAL,,,,,,,,,,,495,413,
PT-1014-1477616,['775b3917-5543-4ce4-bf3a-8a487678aee1'],['PLC72'],235.2,RESIDENTIAL,,,,,,,,,,,1047,875,
PT-1014-1477618,['aae1914f-3d7d-4a47-a14c-b0a37a0ff252'],['PLC72'],66.7,RESIDENTIAL,,,,,,,,,,,297,248,
PT-1014-1477626,['057e5c96-653a-47d8-848b-ece1bfad004b'],['PLC72'],88.9,RESIDENTIAL,,,,,,,,,,,330,276,
PT-1014-1477631,['12f5db0f-3058-4ebb-8b1a-ced365ee1479'],['PLC72'],133.4,RESIDENTIAL,,,,,,,,,,,594,496,
PT-1014-1477638,['33e44f0f-3f57-489a-b5bf-af45c2a063fb'],['PLC72'],200.0,RESIDENTIAL,,,,,,,,,,,594,496,
PT-1014-1477640,['d0098b6e-ac40-4ab5-b610-33f6801891d4'],['PLC72'],400.0,RESIDENTIAL,,,,,,,,,,,0,992,
PT-1014-1477641,['0b1262be-edc4-4c19-8e31-6223bf8b70fe'],['PLC72'],216.7,RESIDENTIAL,,,,,,,,,,,643,537,
PT-1014-1477645,"['2607ebee-1910-4248-be70-884c846e2f46', '8bc57946-876b-4511-8bc9-1eedc9d6bd75']",['PLC142'],25.0,NONRESIDENTIAL.COMMERCIAL,0.0,0,0,0,0,37637,34794,31959,29124,26289,23446,19215,
PT-1014-1477658,['d9ad9d6a-7194-459e-86ef-7e1d7520eec3'],['PLC105'],129.6,MIXED,,,,,,,,,,,758,637,
PT-1014-1477662,['3191e683-de50-47d9-bde7-7c675bbeceb3'],['PLC105'],25.0,NONRESIDENTIAL.COMMERCIAL,,,,,,,,,,,1388,1171,
PT-1014-1477664,['19698f71-3da0-42eb-a700-50783a2d2795'],['PLC105'],25.0,NONRESIDENTIAL.COMMERCIAL,,,,,,,,,,,1388,1171,
PT-1014-1477677,['53f319e6-bb95-4684-8866-f21ac5010626'],['PLC105'],25.0,MIXED,,,,,,,,,,,1388,1171,
PT-1014-1477679,['1af734d5-1013-4bb8-ad1c-f5bb37e7b148'],['PLC105'],404.5,NONRESIDENTIAL.COMMERCIAL,,,,,,,,,,,23406,19739,
PT-1014-1477681,['77402b05-a995-477e-8f68-6db8d011aaca'],['PLC94'],81.0,MIXED,,,,,,,3274,2992,2846,2678,2485,2110,
PT-1014-1477684,['7a0c7f12-c8ed-4dbd-abe2-bf3e09708cfa'],['PLC22'],120.0,MIXED,,,,,,,,,,,1366,1147,
PT-1014-1477700,['f49d3482-010b-4dec-8691-f05cd59718bf'],['PLC22'],81.7,MIXED,,,,,,,,,,,1244,1048,
PT-1014-1477704,['216ba161-389f-402d-a1b6-10c4311c9122'],['PLC105'],60.0,RESIDENTIAL,,,,,,,,,,,244,204,
PT-1014-1477708,['aded9ba5-dd2f-4df8-ae95-0cf407287c5a'],['PLC105'],80.0,RESIDENTIAL,,,,,,,,,,,277,231,
PT-1014-1477711,['2481bc74-a645-4632-a2e1-7bdf8e636455'],['PLC105'],68.5,RESIDENTIAL,,,,,,,,,,,305,255,
PT-1014-1477714,['52203d93-73d6-4df0-860a-80424877174e'],['PLC105'],80.0,RESIDENTIAL,,,,,,,,,,,356,298,
PT-1014-1477715,['c793a568-dfd4-4f27-9f3a-4a06528ead81'],['PLC105'],88.0,RESIDENTIAL,,,,,,,,,,,425,355,
PT-1014-1477752,['96bb5aa2-8d83-473c-aab5-7162797c4ad2'],['PLC105'],100.0,RESIDENTIAL,,,,,,,,,,,445,372,
PT-1014-1477756,['f922244b-9268-45d5-977d-4756b6885440'],['PLC105'],200.0,RESIDENTIAL,,,,,,,,,,,594,496,
PT-1014-1477758,['42176ccd-0bb3-4297-9117-1cf230d88669'],['PLC105'],116.7,RESIDENTIAL,,,,,,,,,,,463,387,
PT-1014-1477760,['ebe4ba6d-a56f-46d8-bafa-2435c892a84f'],['PLC105'],151.7,RESIDENTIAL,,,,,,,,,,,450,376,
PT-1014-1477761,['0d3188fc-628c-4984-a2a2-c90676b21216'],['PLC105'],60.5,RESIDENTIAL,,,,,,,,,,,232,194,
PT-1014-1477762,['ad3fb91c-8da7-4e14-9c7d-95ab5fe6c941'],['PLC105'],187.8,RESIDENTIAL,,,,,,,,,,,557,466,
PT-1014-1477764,['a5efe533-286d-4e72-913a-6fe8fca39834'],['PLC105'],100.0,RESIDENTIAL,,,,,,,,,,,445,372,
PT-1014-1477768,['4dbd91d0-ee9f-40c6-ae8c-0ab4c7f06063'],['PLC105'],260.0,RESIDENTIAL,,,,,,,,,,,584,488,
PT-1014-1477771,['9d6e4832-60cd-40e8-ab32-50313764f6b3'],['PLC105'],60.0,RESIDENTIAL,,,,,,,,,,,203,169,
PT-1014-1477773,['5b49428d-38a1-4e08-8fd1-a76d1baff2f3'],['PLC105'],121.4,RESIDENTIAL,,,,,,,,,,,342,286,
PT-1014-1477774,['50b3d240-43d3-4e76-9ccd-f68a9e35f744'],['PLC105'],283.4,RESIDENTIAL,,,,,,,,,,,866,723,
PT-1014-1477775,['d8eee14c-a5a7-4187-acbc-ad00fdc286c5'],['PLC105'],124.5,RESIDENTIAL,,,,,,,,,,,419,350,
PT-1014-1477777,['bd59fa5b-b01d-4766-b831-02d9bf308d8d'],['PLC105'],270.0,MIXED,,,,,,,,,,,3754,3161,
PT-1014-1477779,['1a86aa32-c90a-49be-9cba-7bac69528788'],['PLC105'],126.0,RESIDENTIAL,,,,,,,,,,,374,312,
PT-1014-1477780,['e5329730-0ef1-4642-a75e-c0bc5b3a5c76'],['PLC105'],152.0,RESIDENTIAL,,,,,,,,,,,451,377,
PT-1014-1477782,['2bd5701f-6c45-4e46-ac49-074759eb661c'],['PLC105'],252.0,RESIDENTIAL,,,,,,,,,,,748,625,
PT-1014-1477787,['a2bd613c-333b-4daf-b7be-6e1a8f20f8f9'],['PLC22'],100.0,RESIDENTIAL,,,,,,,,,,,429,358,
PT-1014-1477788,['0bd0f40c-4d97-4ac2-991c-a6932f95a9f0'],['PLC22'],130.0,RESIDENTIAL,,,,,,,,,,,579,484,
PT-1014-1477790,['718f8e33-3854-4251-a211-984858107fb3'],['PLC22'],133.4,MIXED,,,,,,,,,,,1219,1025,
PT-1014-1477792,['b11adb39-1fe8-43da-94f4-fe3d910962ef'],['PLC22'],171.0,RESIDENTIAL,,,,,,,,,,,508,424,
PT-1014-1477794,['3f35f5eb-af36-4393-b782-8266a7df344c'],['PLC22'],161.0,RESIDENTIAL,,,,,,,,,,,478,399,
PT-1014-1477795,['f4579caa-a888-4714-8d90-097dee488ba6'],['PLC22'],126.0,RESIDENTIAL,,,,,,,,,,,373,312,
PT-1014-1477798,['a64f97a7-25f9-4e13-bca6-43d6e51790a1'],['PLC22'],266.7,RESIDENTIAL,,,,,,,,,,,990,827,
PT-1014-1477805,['b2c36104-e64b-4476-a638-7bc8e876dd9d'],['PLC22'],200.0,RESIDENTIAL,,,,,,,,,,,594,496,
PT-1014-1477810,['fcf666c9-3c3b-4340-9a47-86068bc95d3c'],['PLC22'],444.5,RESIDENTIAL,,,,,,,,,,,1319,1102,
